repository_id,repository_name,repository_type,repository_url,oai_url,software,content_types,content_subjects,organisation_name,organisation_country,metadata_record_count,full_text_record_count
823,Tübinger Internet Multimedia Server,institutional,http://timms.uni-tuebingen.de/,N/A,N/A,"conference_and_workshop_papers, learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Eberhard-Karls-Universität Tübingen,de,2298,0
825,National Library of Australia Digital Object Repository,institutional,http://www.nla.gov.au/digicoll/oai/,http://www.nla.gov.au/apps/oaicat/servlet/OAIHandler/,other,"journal_articles, bibliographic_references, unpub_reports_and_working_papers, books_chapters_and_sections, software, other_special_item_types","humanities, arts",National Library of Australia,au,227063,0
826,National Science Digital Library,aggregating,https://oercommons.org/hubs/NSDL,N/A,fedora,"bibliographic_references, unpub_reports_and_working_papers, learning_objects, other_special_item_types","engineering, health_and_medicine, science, social_sciences, technology, humanities, mathematics",National Science Foundation,us,96269,0
828,NC State Theses and Dissertations,institutional,https://repository.lib.ncsu.edu/handle/1840.20/23,N/A,other,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",North Carolina State University,us,3398,0
830,OCLC Research Publications,institutional,https://www.oclc.org/research/publications.html,N/A,other,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers",social_sciences,Online Computer Library Center,us,926,0
831,The Open Video Project: a shared digital video collection,disciplinary,https://open-video.org/,https://open-video.org/oai2.0/,N/A,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types","science, social_sciences, humanities",University of North Carolina at Chapel Hill,us,4079,0
832,OSTI.gov,governmental,https://www.osti.gov/,N/A,N/A,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers, datasets, other_special_item_types",science,U.S. Department of Energy,us,875798,0
835,Publishing Network for Geoscientific and Environmental Data,disciplinary,http://www.pangaea.de/,http://ws.pangaea.de/oai/,other,"journal_articles, unpub_reports_and_working_papers, datasets","humanities, science",Alfred Wegener Institute for Polar and Marine Research,de,771552,0
836,Pedagogical Digital Library,institutional,http://pbc.up.krakow.pl//dlibra,http://pbc.up.krakow.pl//dlibra/oai-pmh-repository.xml,dlibra,"journal_articles, conference_and_workshop_papers, other_special_item_types",social_sciences,Akademia Pedagogiczna,pl,220,0
839,Cybertesis Pontificia Universidad Católica de Valparaíso,institutional,http://cybertesis.ucv.cl/sdx/pucv/termes.xsp,http://cybertesis.ucv.cl/sdx/sdx/oai/pucv/documents,cybertesis,"journal_articles, theses_and_dissertations","engineering, science, social_sciences",Pontificia Universidad Católica de Valparaíso,cl,282,0
842,Hochschulpublikationen: Johann Wolfgang Goethe-Universität,institutional,http://publikationen.stub.uni-frankfurt.de/,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects","health_and_medicine, humanities, science, social_sciences, technology",Johann Wolfgang Goethe-Universität am Main,de,3268,0
843,Freiburger Dokumentenserver,institutional,http://www.freidok.uni-freiburg.de/,http://www.freidok.uni-freiburg.de/oai2/oai2.php,N/A,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","social_sciences, health_and_medicine, humanities, science",Albert-Ludwigs-Universität Freiburg,de,12976,0
845,ULB Sachsen-Anhalt HALCoRe,institutional,http://edoc.bibliothek.uni-halle.de/content/below/index.xml,http://edoc.bibliothek.uni-halle.de/servlets/MCROAIDataProvider,mycore,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, learning_objects, other_special_item_types","arts, health_and_medicine, humanities, science, social_sciences",Martin-Luther-Universität Halle-Wittenberg,de,5122,0
847,OPUS-Datenbank - Helmut Schmidt Universität,institutional,http://edoc.sub.uni-hamburg.de/hsu/,N/A,N/A,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types","engineering, social_sciences",Helmut-Schmidt-Universität,de,685,0
848,Canadian Breast Cancer Research Alliance Open Access Archive,institutional,https://tspace.library.utoronto.ca/handle/1807/65779,N/A,dspace,journal_articles,health_and_medicine,Canadian Breast Cancer Research Alliance,ca,461,0
849,Informatics Report Series,institutional,https://www.inf.ed.ac.uk/publications/report/,N/A,other,"bibliographic_references, unpub_reports_and_working_papers, other_special_item_types","social_sciences, technology",University of Edinburgh,gb,2691,0
850,Swedish Institute of Computer Science Publications Database,institutional,http://eprints.sics.se/,http://soda.swedish-ict.se/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections",technology,Swedish Institute of Computer Science,se,2886,749
852,Archivio Giuliano Marini,disciplinary,http://archiviomarini.sp.unipi.it/,http://archiviomarini.sp.unipi.it/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers",humanities,Università di Pisa,it,454,393
855,University of Regensburg Publication Server,institutional,http://epub.uni-regensburg.de/,http://epub.uni-regensburg.de/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, books_chapters_and_sections","social_sciences, health_and_medicine, humanities, science",Universität Regensburg,de,38206,13323
857,Ibiblio,aggregating,https://www.ibiblio.org/,N/A,other,"bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, software, other_special_item_types","arts, humanities, science, social_sciences, technology",The University of North Carolina at Chapel Hill,us,927,0
858,University of Minnesota: UMedia,institutional,https://umedia.lib.umn.edu,N/A,N/A,other_special_item_types,"arts, humanities",University of Minnesota,us,64484,0
861,WSU Libraries Digital Collections,undetermined,https://content.libraries.wsu.edu/digital/,N/A,contentdm,"journal_articles, theses_and_dissertations, books_chapters_and_sections, datasets, learning_objects, other_special_item_types","arts, humanities, social_sciences",Washington State University,us,150640,0
862,VizieR Catalogue Service,aggregating,http://vizier.u-strasbg.fr/,http://cdsweb.u-strasbg.fr/reg-bin/vizier/oai.pl,N/A,datasets,science,Centre de Données astronomiques de Strasbourg,fr,30587,0
863,University of Michigan Library: Digital Collections,institutional,https://www.lib.umich.edu/collections/digital-collections,https://quod.lib.umich.edu/cgi/o/oai/oai,other,"journal_articles, conference_and_workshop_papers, books_chapters_and_sections, learning_objects, other_special_item_types","arts, humanities, social_sciences, technology",University of Michigan,us,4259931,0
865,Digital Collections - USC,institutional,http://library.sc.edu/digital/index.php,N/A,contentdm,"books_chapters_and_sections, other_special_item_types","arts, humanities",University of South Carolina,us,59355,0
867,Swinburne Research Bank,institutional,https://researchbank.swinburne.edu.au/,https://researchbank.swinburne.edu.au/p/oai,equella,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, patents","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Swinburne University of Technology,au,44865,0
869,Oslo University College's PROJECT.iu.hio.no,institutional,http://eternity.iu.hio.no/theses/,N/A,N/A,"journal_articles, theses_and_dissertations, learning_objects","technology, social_sciences",Høgskolen i Oslo og Akershus (Oslo and Akershus University College),no,34,0
870,Nagasaki University’s Academic Output SITE,institutional,http://naosite.lb.nagasaki-u.ac.jp/dspace/?locale=en,http://naosite.lb.nagasaki-u.ac.jp/dspace-oai/request,dspace,"journal_articles, theses_and_dissertations","technology, health_and_medicine",Nagasaki University,jp,33233,2
871,Osaka University Knowledge Archive,institutional,https://ir.library.osaka-u.ac.jp/repo/ouka/all/?lang=1,http://ir.library.osaka-u.ac.jp/repo/mmd_api/oai-pmh/,other,"journal_articles, theses_and_dissertations, learning_objects","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Osaka University,jp,76101,58230
872,Tokyo Gakugei University Repository,institutional,https://ir.u-gakugei.ac.jp/?lang=en,http://ir.u-gakugei.ac.jp/dspace-oai/request,other,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","social_sciences, arts, humanities, science",Tokyo Gakugei University,jp,12379,0
875,SUNScholar Research Repository,institutional,http://scholar.sun.ac.za/,N/A,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Stellenbosch University,za,2435,0
877,INFORUM Conference Proceedings,disciplinary,https://sbornik.inforum.cz,N/A,N/A,conference_and_workshop_papers,social_sciences,Albertina icome Praha s.r.o.,cz,1184,0
878,Repositorio Institucional de la Universidad de los Andes,disciplinary,http://www.saber.ula.ve/,N/A,dspace,journal_articles,"health_and_medicine, science, technology","Universidad de los Andes, Venezuela",ve,4342,0
879,DSpace a la Universitat de Girona,institutional,http://diobma.udg.es:8080/dspace/index.jsp,http://diobma.udg.es:8080/dspace-oai/request,dspace,"conference_and_workshop_papers, other_special_item_types","arts, humanities",Universitat de Girona,es,132,0
880,FID4SA-Repository,disciplinary,https://fid4sa-repository.ub.uni-heidelberg.de/,https://fid4sa-repository.ub.uni-heidelberg.de/cgi/oai2,eprints,"journal_articles, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology","Ruprecht-Karls-Universität, Heidelberg",de,4346,2759
881,Web-based Archive of RIVM Publications,institutional,http://rivm.openrepository.com/rivm,https://rivm.openrepository.com/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers","health_and_medicine, science",National Institute for Public Health and the Environment,nl,10549,0
882,University of Hertfordshire Research Archive,institutional,https://uhra.herts.ac.uk/,https://uhra.herts.ac.uk/oai/request,dspace,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Hertfordshire,gb,18255,0
883,Trinity's Access to Research Archive,institutional,http://www.tara.tcd.ie/,http://www.tara.tcd.ie/oaiextended/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types","humanities, science, social_sciences, engineering",Trinity College Dublin,ie,30396,0
885,Zurich Open Repository and Archive,institutional,http://www.zora.uzh.ch/,http://www.zora.uzh.ch/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universität Zürich,ch,156857,59003
886,Roehampton University Research Explorer,institutional,https://pure.roehampton.ac.uk/portal/en,https://pure.roehampton.ac.uk/ws/oai,pure,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Roehampton University,gb,11323,1603
887,Estación de Economía Política,disciplinary,http://www.seres.fcs.ucr.ac.cr/,N/A,other,"journal_articles, bibliographic_references",social_sciences,Universidad de Costa Rica,cr,12,0
889,Athabasca University Library Institutional Repository,institutional,http://auspace.athabascau.ca/,http://auspace.athabascau.ca/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, learning_objects, other_special_item_types","social_sciences, arts, science",Athabasca University,ca,2115,774
891,Howest DSpace,institutional,http://dspace.howest.be/index.jsp,N/A,dspace,"journal_articles, theses_and_dissertations","science, technology, social_sciences",Hogeschool West-Vlaanderen,be,1065,0
893,Lincoln University - Australasian Digital Theses Program,institutional,http://theses.lincoln.ac.nz/,N/A,N/A,theses_and_dissertations,science,Lincoln University,nz,4,0
894,Irish Health Publications Archive,governmental,http://www.hselibrary.ie/?q=electronic_resources/digital_archive/,N/A,other,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, other_special_item_types","health_and_medicine, social_sciences, humanities",Health Service Executive,ie,0,0
896,Open Access Institutional Repository of Robert Gordon University,institutional,https://openair.rgu.ac.uk,https://rgu-repository.worktribe.com/oaiprovider,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, patents, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Robert Gordon University,gb,4511,4001
898,FAMENA PhD Collection,institutional,http://www.fsb.unizg.hr/library/repository.php,N/A,N/A,"bibliographic_references, theses_and_dissertations","engineering, technology",Sveučilišta u Zagrebu,hr,2874,0
900,Brunel University Research Archive,institutional,https://bura.brunel.ac.uk/,https://bura.brunel.ac.uk/oai/request?verb=ListRecords&metadataPrefix=oai_dc,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Brunel University London,gb,21190,13060
901,St Andrews Research Repository,institutional,https://research-repository.st-andrews.ac.uk/,http://research-repository.st-andrews.ac.uk/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, software, patents","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of St Andrews,gb,21839,16612
904,"Munin - Open Research Archive of UiT, The Arctic University of Norway",institutional,https://munin.uit.no,https://www.ub.uit.no/munin-oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",UiT The Arctic University of Norway,no,12716,0
905,Libre Acces aux Rapports Scientifiques et Techniques,aggregating,http://lara.inist.fr/,http://lara.inist.fr/dspace-oai/request,dspace,unpub_reports_and_working_papers,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Institut de l'Information Scientifique et Technique du CNRS,fr,2033,0
906,TeLearn,disciplinary,https://telearn.hal.science/,https://api.archives-ouvertes.fr/oai/telearn,hal,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types","social_sciences, technology",Kaleidoscope,gb,1144,0
907,SAS-SPACE,institutional,https://sas-space.sas.ac.uk/,https://sas-space.sas.ac.uk/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology","School of Advanced Study, University of London",gb,8411,5753
908,Europe PMC,disciplinary,https://europepmc.org/,https://europepmc.org/OaiService,other,"journal_articles, bibliographic_references, books_chapters_and_sections, patents, other_special_item_types","health_and_medicine, science",Europe PMC Funders Group,gb,420000000,0
909,De Montfort University Open Research Archive,institutional,https://dora.dmu.ac.uk,https://dora.dmu.ac.uk/oai,dspace,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",De Montfort University,gb,15539,0
910,Regional Unit for Scientific and Technical Information,institutional,https://urfist.unistra.fr/veille-et-recherche/open-access/#c92144,N/A,N/A,"theses_and_dissertations, books_chapters_and_sections, learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Strasbourg,fr,328,0
911,Halmstad University Scholarly Archive,institutional,http://dspace.hh.se/dspace,http://dspace.hh.se/dspace-oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Högskolan i Halmstad,se,313,0
912,Repositorio Institucional de la Universidad Carlos III de Madrid,institutional,https://e-archivo.uc3m.es/,https://e-archivo.uc3m.es/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad Carlos III de Madrid,es,23760,0
913,Naturalis Publications,institutional,https://repository.naturalis.nl/,https://repository.naturalis.nl/OAI,other,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections",science,"Naturalis, National Museum of Natural History",nl,799,0
914,Utokyo Repository,institutional,https://repository.dl.itc.u-tokyo.ac.jp/?lang=english,http://repository.dl.itc.u-tokyo.ac.jp/oai,weko,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",The University of Tokyo,jp,47690,0
916,Kyoto University Research Information Repository,institutional,http://repository.kulib.kyoto-u.ac.jp/dspace/?locale=en,http://repository.kulib.kyoto-u.ac.jp/dspace-oai/request,dspace,"journal_articles, bibliographic_references, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Kyoto University,jp,218454,143533
917,Institutional repository of Ural Federal University named after the first President of Russia B.N.Yeltsin,institutional,https://elar.urfu.ru,http://elar.urfu.ru/oai/request,dspace,"journal_articles, conference_and_workshop_papers, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Federal State Autonomous Educational Institution of Higher Professional Education Ural Federal University named after the first President of Russia B.N.Yeltsin,ru,46984,0
920,ChesterRep,institutional,https://chesterrep.openrepository.com/cdr/,https://chesterrep.openrepository.com/oai,open_repository,"journal_articles, bibliographic_references, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Chester,gb,7249,2535
921,Nara University of Education Academic Repository,institutional,https://nara-edu.repo.nii.ac.jp/,http://nara-edu.repo.nii.ac.jp/oai,weko,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Nara University of Education,jp,5167,0
923,NYU Faculty Digital Archive,institutional,https://archive.nyu.edu/,https://archive.nyu.edu/request,dspace,"conference_and_workshop_papers, unpub_reports_and_working_papers, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",New York University,us,6332,0
924,Scholars Crossing: The institutional repository of Liberty University,institutional,https://digitalcommons.liberty.edu/,https://digitalcommons.liberty.edu/do/oai/,digital_commons,"bibliographic_references, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Liberty University,us,12358,10389
926,Landspítali University Hospital Research Archive,institutional,http://www.hirsla.lsh.is/,http://www.hirsla.lsh.is/lsh-oai/request,other,"journal_articles, bibliographic_references, unpub_reports_and_working_papers",health_and_medicine,Landspítali University Hospital,is,7636,2069
927,Griffith Research Online,institutional,https://research-repository.griffith.edu.au,https://research-repository.griffith.edu.au/oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Griffith University,au,79254,19330
928,TopSCHOLAR,institutional,https://digitalcommons.wku.edu/,https://digitalcommons.wku.edu/do/oai/,digital_commons,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Western Kentucky University,us,43320,19824
930,Greifswalder Digitales Informationssystem,disciplinary,http://greif.uni-greifswald.de/geogreif/,http://greif.uni-greifswald.de/geogreif/oai/oai.php,other,"bibliographic_references, books_chapters_and_sections, other_special_item_types",humanities,Ernst Moritz Arndt Universität Greifswald,de,1,0
931,K-State Research Exchange,institutional,https://krex.k-state.edu/,https://krex.k-state.edu/dspace-oai/request,dspace,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Kansas State University,us,36444,0
932,Horizon / Pleins textes,institutional,https://horizon.documentation.ird.fr,http://www.documentation.ird.fr/fdi/oai?verb=Identify,N/A,"journal_articles, bibliographic_references, other_special_item_types","health_and_medicine, science, social_sciences",Institut de Recherche pour le Développement,fr,80744,0
933,John Spoor Broome Library Institutional Repository,institutional,https://repository.library.csuci.edu/,N/A,dspace,"journal_articles, bibliographic_references, unpub_reports_and_working_papers, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",California State University Channel Islands,us,17476,0
934,SETU Open Access Repository,institutional,https://repository.wit.ie,https://repository.wit.ie/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",South East Technological University,ie,1265,0
935,Institutional Repository of the University of Alicante,institutional,http://rua.ua.es,http://rua.ua.es/oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, learning_objects","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Alicante,es,62873,30832
936,WestminsterResearch,institutional,https://westminsterresearch.westminster.ac.uk/,https://westminsterresearch.westminster.ac.uk/oai2,other,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Westminster,gb,23474,5364
938,Research Commons@Waikato,institutional,http://researchcommons.waikato.ac.nz/,http://researchcommons.waikato.ac.nz/dspace-oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Waikato,nz,13031,7311
942,Sheffield Hallam University Research Archive,institutional,http://shura.shu.ac.uk/,http://shura.shu.ac.uk/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Sheffield Hallam University,gb,20112,9324
943,Kobe University Repository Kernel,institutional,https://da.lib.kobe-u.ac.jp/da/kernel/?lang=1,https://da.lib.kobe-u.ac.jp/mmd_api/oai-pmh/,other,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Kobe University,jp,348736,0
944,YorkSpace,institutional,http://yorkspace.library.yorku.ca/xmlui/,http://yorkspace.library.yorku.ca/oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",York University,ca,35243,5711
945,Center for Jewish History Collections,institutional,https://search.cjh.org/primo-explore/search?vid=beta,N/A,digitool,"bibliographic_references, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","humanities, social_sciences",Center for Jewish History,us,74485,0
946,Educational Repository - University of Patras,institutional,http://repository.upatras.gr/dspace/,http://repository.upatras.gr/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Patras,gr,40,0
947,Osaka Kyoiku University Repository,institutional,https://www.lib.osaka-kyoiku.ac.jp/?page_id=217,http://opac-ir.lib.osaka-kyoiku.ac.jp/oai/oai-pmh.do,other,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Osaka Kyoiku University,jp,24733,0
950,Hirosaki University Repository for Academic Resources,institutional,https://hirosaki.repo.nii.ac.jp/,http://hirosaki.repo.nii.ac.jp/oai,weko,"journal_articles, unpub_reports_and_working_papers, learning_objects, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Hirosaki University,jp,5241,4
951,HRČAK - Portal of scientific journals of Croatia,aggregating,https://hrcak.srce.hr/,N/A,other,"journal_articles, bibliographic_references","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",SRCE - University Computing Centre of University of Zagreb,hr,191235,0
952,Asahikawa Medical University Repository AMCoR,institutional,http://amcor.asahikawa-med.ac.jp,http://amcor.asahikawa-med.ac.jp/modules/xoonips/oai.php,xoonips,"journal_articles, books_chapters_and_sections, learning_objects, software",health_and_medicine,Asahikawa Medical University,jp,5978,0
953,BICTEL/e - ULg,institutional,http://bictel.ulg.ac.be/,http://bictel.ulg.ac.be/ETD-db/OAI/oai.pl,other,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Université de Liège,be,957,0
954,INtellectual property in DIGital form available online in an Open environment,institutional,https://indigo.uic.edu/,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, learning_objects","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Illinois at Chicago,us,19667,0
956,Open Research Exeter,institutional,https://ore.exeter.ac.uk/repository/,https://ore.exeter.ac.uk/oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, software, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Exeter,gb,19973,9081
957,African Higher Education Research Online,disciplinary,http://ahero.uwc.ac.za/,http://ahero.uwc.ac.za/lib/oai/oai2.php,N/A,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",social_sciences,University of the Western Cape,za,941,0
961,HKU Scholars Hub,institutional,http://hub.hku.hk/,http://hub.hku.hk/oai/request,dspace,"journal_articles, theses_and_dissertations, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Hong Kong (香港大學),cn,195817,0
962,The April 16 Archive,disciplinary,https://www.april16archive.org/,N/A,other,other_special_item_types,humanities,Virginia Tech,us,1884,0
963,Diposit Digital de la Universitat de Barcelona,institutional,http://diposit.ub.edu/dspace/,http://diposit.ub.edu/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, learning_objects, other_special_item_types",social_sciences,Universitat de Barcelona,es,62325,26612
964,Kagoshima University Repository,institutional,http://ir.kagoshima-u.ac.jp/?lang=en,http://ir.kagoshima-u.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Kagoshima University,jp,13006,10674
965,Yokohama National University Repository,institutional,https://ynu.repo.nii.ac.jp/,http://ynu.repo.nii.ac.jp/oai,weko,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Yokohama National University,jp,7836,0
966,Institutional repository of the University of Alcala,institutional,https://ebuah.uah.es/dspace,https://ebuah.uah.es/oai,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, patents, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Alcala,es,11455,6262
967,UWC Theses and Dissertations,institutional,http://etd.uwc.ac.za/xmlui/,http://etd.uwc.ac.za/oai/request,dspace,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of the Western Cape,za,6534,3868
968,Management Development Institute - Open Access Repository,institutional,http://dspace.mdi.ac.in/dspace,http://dspace.mdi.ac.in/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Management Development Institute,in,649,0
969,UC Research Repository,institutional,http://ir.canterbury.ac.nz/,http://ir.canterbury.ac.nz/dspace-oai/request,dspace,"journal_articles, conference_and_workshop_papers","science, technology",University of Canterbury,nz,19519,9787
970,Archivio Istituzionale,institutional,https://aperto.unito.it/,http://dspace-unito.cilea.it/dspace-oai/request,dspace,"theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Università degli Studi di Torino,it,186222,0
