repository_id,repository_name,repository_type,repository_url,oai_url,software,content_types,content_subjects,organisation_name,organisation_country,metadata_record_count,full_text_record_count
9521,Repositorio INDICASAT AIP,institutional,http://repositorio-indicasat.org.pa,http://repositorio-indicasat.org.pa/oai/request,dspace,journal_articles,"science, technology",Institute for Scientific Research and Technology Services,pa,0,0
9522,ICI Berlin Repository,institutional,https://oa.ici-berlin.org/repository,https://oa.ici-berlin.org/oai,N/A,"journal_articles, books_chapters_and_sections","arts, humanities",ICI Berlin Institute for Cultural Inquiry,de,0,0
9523,Repositorio Institucional OSIPTEL,institutional,https://repositorio.osiptel.gob.pe,https://repositorio.osiptel.gob.pe/oai/request,dspace,"unpub_reports_and_working_papers, other_special_item_types",engineering,Organismo Supervisor de Inversión Privada en Telecomunicaciones,pe,0,0
9524,engrXiv,disciplinary,https://www.engrxiv.org,N/A,other,journal_articles,"engineering, technology",Open Engineering Inc,us,0,0
9525,Repositorio Institucional de URACCAN,institutional,http://repositorio.uraccan.edu.ni,http://repositorio.uraccan.edu.ni/cgi/oai2,eprints,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense,ni,0,0
9526,pub.mdw - Open Access Publication Server,institutional,https://pub.mdw.ac.at,https://pub.mdw.ac.at/cgi-bin/OAI-XMLFile-2.21/XMLFile/pub.mdw/oai.pl,other,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections","arts, science, technology, engineering, mathematics, health_and_medicine, humanities, social_sciences",University of Music and Performing Arts Vienna,at,0,0
9528,Repositorio Institucional Históricas - UNAM,institutional,http://ru.historicas.unam.mx,http://ru.historicas.unam.mx/oai/request,dspace,"journal_articles, other_special_item_types","humanities, technology",Instituto de Investigaciones Históricas,mx,0,0
9530,RUNA -  Repositorio de Saúde,institutional,https://runa.sergas.gal,https://runa.sergas.gal/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, other_special_item_types",health_and_medicine,Servicio Gallego de Salud,es,0,0
9531,TechRxiv,disciplinary,https://www.techrxiv.org,N/A,N/A,journal_articles,"engineering, science, technology",Institute of Electrical and Electronics Engineers,us,0,0
9532,Aircraft Design and Systems Group (AERO) @ Hamburg University of Applied Sciences - Prof. Dr. Scholz,institutional,http://repository.profscholz.de,http://oaigateway.library.ucla.edu/gatewaynet/oai.aspx/www.fzt.haw-hamburg.de/pers/Scholz/Repository1.xml,other,"theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types","science, technology",Aircraft Design and Systems Group,de,0,0
9533,Novosibirsk State Pedagogical University Repository,institutional,http://repo.nspu.ru,http://repo.nspu.ru/oai/request,dspace,"journal_articles, books_chapters_and_sections",social_sciences,Novosibirsk State Pedagogical University,ru,0,0
9534,Sakarya Üniversitesi Kurumsal Açık Akademik Arşivi,institutional,https://acikerisim.sakarya.edu.tr,N/A,dspace,journal_articles,"technology, social_sciences, science, health_and_medicine",Sakarya University,tr,0,0
9535,Sistema de Gestión del Conocimiento ANLIS MALBRÁN,institutional,http://sgc.anlis.gob.ar,http://sgc.anlis.gob.ar/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, other_special_item_types","health_and_medicine, social_sciences",Administración Nacional de Laboratorios e Institutos de Salud “Dr. Carlos G. Malbrán”,ar,0,0
9541,İstanbul Üniversitesi Açık Erişim Sistemi,institutional,http://acikerisim.istanbul.edu.tr,http://acikerisim.istanbul.edu.tr/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Istanbul University,tr,0,0
9545,Repositorio Digital del CEDES,institutional,https://repositorio.cedes.org/,https://repositorio.cedes.org/oai/request?verb=Identify,dspace,"journal_articles, other_special_item_types",social_sciences,Centro de Estudios de Estado y Sociedad,ar,0,0
9546,Repositorio Digital del Hospital El Cruce,institutional,https://repositorio.hospitalelcruce.org,https://repositorio.hospitalelcruce.org/oai/request,dspace,"journal_articles, conference_and_workshop_papers",health_and_medicine,Hospital de Alta Complejidad en Red El Cruce Dr. Néstor C. Kirchne,ar,0,0
9547,RANEPA Repository,governmental,https://www.ranepa.ru/repository,N/A,N/A,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types",social_sciences,Russian Presidential Academy of National Economy and Public Administration,ru,0,0
9549,Repositorio Institucional CETYS,institutional,https://repositorio.cetys.mx,https://repositorio.cetys.mx/oai/request,dspace,"unpub_reports_and_working_papers, learning_objects, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",CETYS Universidad,mx,0,0
9550,USTHB repository,institutional,https://repository.usthb.dz,https://repository.usthb.dz/oai/request,dspace,theses_and_dissertations,"science, technology",Université des Sciences et de la Technologie Houari Boumediene,dz,0,0
9552,Jernbanebiblioteket,institutional,https://banenor.brage.unit.no,https://banenor.brage.unit.no/banenor-oai/request,dspace,"theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","social_sciences, engineering",Bane NOR,no,0,0
9554,Repositorio Institucional – Biblioteca Digital,governmental,https://repositorio.inta.gob.ar,https://repositorio.inta.gob.ar/oai/request,dspace,journal_articles,science,Instituto Nacional de Tecnología Agropecuaria,ar,0,0
9561,"Royal Botanic Gardens, Kew Research Repository",institutional,https://kew.iro.bl.uk,https://kew.iro.bl.uk/catalog/oai,samvera,"journal_articles, unpub_reports_and_working_papers",science,Royal Botanic Gardens Kew,gb,0,0
9562,MOLA Research Repository,institutional,https://mola.iro.bl.uk,https://mola.iro.bl.uk/catalog/oai,samvera,"journal_articles, books_chapters_and_sections, other_special_item_types",humanities,Museum of London Archaeology,gb,0,0
9563,British Museum Research Repository,institutional,https://britishmuseum.iro.bl.uk,https://britishmuseum.iro.bl.uk/catalog/oai,samvera,"journal_articles, books_chapters_and_sections, datasets",humanities,British Museum,gb,0,0
9565,Institutional Repository Polinema,institutional,http://repository.polinema.ac.id,http://repository.polinema.ac.id/cgi/oai2,eprints,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",State Polytechnic of Malang,id,0,0
9572,Benue State University Institutional Repository,institutional,http://bsuir.bsum.edu.ng,http://bsuir.bsum.edu.ng:8080/oai/request,dspace,"theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Benue State University,ng,0,0
9573,Caxcan Repositorio Institucional de la Universidad Autónoma de Zacatecas,institutional,http://ricaxcan.uaz.edu.mx,http://ricaxcan.uaz.edu.mx/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Autónoma de Zacatecas,mx,0,0
9579,Repositorio Institucional de la Universidad Nacional de San Martín,institutional,https://ri.unsam.edu.ar/,http://ri.unsam.edu.ar/oai/request?verb=ListRecords&metadataPrefix=oai_dc&set=snrd,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad Nacional de San Martín,ar,0,0
9580,University of Northampton's Research Explorer,institutional,https://pure.northampton.ac.uk,https://pure.northampton.ac.uk/ws/oai,pure,"journal_articles, conference_and_workshop_papers, datasets","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Northampton,gb,0,0
9581,Repository University Hospital Centre Osijek,institutional,https://repozitorij.kbco.hr,https://repozitorij.kbco.hr/oai,islandora,journal_articles,health_and_medicine,University Hospital Centre Osijek,hr,0,0
9582,Repository of the Faculty of Agrobiotechnical Sciences Osijek,institutional,https://repozitorij.fazos.hr,https://repozitorij.fazos.hr/oai,islandora,theses_and_dissertations,science,Josip Juraj Strossmayer University of Osijek,hr,0,0
9583,Meteorological and Hydrological Service of Croatia Repository,institutional,https://repozitorij.meteo.hr,https://repozitorij.meteo.hr/oai,islandora,theses_and_dissertations,science,Croatian Meteorological and Hydrological Service,hr,0,0
9588,National and University Library in Zagreb Repository,institutional,https://repozitorij.nsk.hr,https://repozitorij.nsk.hr/oai,islandora,"journal_articles, conference_and_workshop_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",National and University Library in Zagreb,hr,0,0
9589,"Repository of the University of Rijeka, Department of Physics",institutional,https://repository.phy.uniri.hr,https://repository.phy.uniri.hr/oai,islandora,theses_and_dissertations,science,University of Rijeka,hr,0,0
9590,Digital Repository of the University of Applied Sciences Baltazar Zaprešić,institutional,https://repozitorij.bak.hr,https://repozitorij.bak.hr/oai,islandora,theses_and_dissertations,"science, social_sciences",University of Applied Sciences Baltazar Zapresic,hr,0,0
9591,Repository of University Department of Professional Studies,institutional,https://repozitorij.oss.unist.hr,https://repozitorij.oss.unist.hr/oai,islandora,theses_and_dissertations,social_sciences,University of Split,hr,0,0
9592,Repository of University Department for Forensic Sciences,institutional,https://repozitorij.forenzika.unist.hr,https://repozitorij.forenzika.unist.hr/oai,islandora,theses_and_dissertations,science,University of Split,hr,0,0
9593,Universty of Zagreb Archives,institutional,https://arhiv.unizg.hr,https://arhiv.unizg.hr/oai,islandora,"unpub_reports_and_working_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Zagreb,hr,0,0
9594,Brage - Statens vegvesen,institutional,https://vegvesen.brage.unit.no,https://vegvesen.brage.unit.no/vegvesen-oai,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types",engineering,The Norwegian Public Roads Administration,no,0,0
9595,Repository of Faculty of Mechanical Engineering and Naval Architecture University of Zagreb,institutional,https://repozitorij.fsb.unizg.hr,https://repozitorij.fsb.unizg.hr/oai,islandora,theses_and_dissertations,engineering,University of Zagreb,hr,0,0
9596,"Polytechnic ""Marko Marulic” in Knin",institutional,https://repozitorij.veleknin.hr,https://repozitorij.veleknin.hr/oai,islandora,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Polytechnic Marko Marulic Knin,hr,0,0
9597,"Repository of Doctoral School, Josip Juraj Strossmayer University in Osijek",institutional,https://repozitorij.ds.unios.hr,https://repozitorij.ds.unios.hr/oai,islandora,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Josip Juraj Strossmayer University in Osijek,hr,0,0
9598,icipe Digital Repository,institutional,http://34.250.91.188:8080/xmlui/,http://34.250.91.188:8080/oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types",science,International Centre of Insect Physiology & Ecology,ke,0,0
9600,Digital Academic Repository of Graduate Theses of the College for Inspection and Personnel Management in Split,institutional,https://repozitorij.vsikmp.hr,https://repozitorij.vsikmp.hr/oai,islandora,theses_and_dissertations,social_sciences,College of inspection and personnel management,hr,0,0
9604,"Repository of Croatian Defence Academy ""Dr. Franjo Tuđman""",institutional,https://repozitorij.vojni.unizg.hr,https://repozitorij.vojni.unizg.hr/oai,islandora,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, other_special_item_types","health_and_medicine, science, social_sciences",University of Zagreb,hr,0,0
9605,"Repository of the University of Rijeka, Faculty of Health Studies",institutional,https://repository.fzsri.uniri.hr,https://repository.fzsri.uniri.hr/oai,islandora,"journal_articles, theses_and_dissertations",health_and_medicine,University of Rijeka,hr,0,0
9606,Repository of the Croatian Geological Survey,institutional,https://repozitorij.hgi-cgs.hr,https://repozitorij.hgi-cgs.hr/oai,islandora,conference_and_workshop_papers,science,Croatian Geological Survey,hr,0,0
9607,IR@NITK,institutional,https://idr.nitk.ac.in/jspui,N/A,dspace,"conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers",technology,National Institute of Technology Karnataka,in,0,0
9608,Universidad del Aconcagua - Repositorio Institucional,institutional,http://bibliotecadigital.uda.edu.ar,http://bibliotecadigital.uda.edu.ar/OAI,other,"theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad del Aconcagua,ar,0,0
9612,CSIR-NCL Digital Repository,institutional,https://dspace.ncl.res.in/oai/request,https://dspace.ncl.res.in,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections",science,CSIR-National Chemical Laboratory,in,0,0
9617,Omsorgsbiblioteket,institutional,https://omsorgsforskning.brage.unit.no,https://omsorgsforskning.brage.unit.no/omsorgsforskning-oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects",health_and_medicine,Senter for omsorgsforskning,no,0,0
9619,Kristiania Open Archive,institutional,https://kristiania.brage.unit.no,https://kristiania.brage.unit.no/kristiania-oai/request,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections","arts, humanities, health_and_medicine, social_sciences, technology",Kristiania University College,no,0,0
9620,Repositorio Institucional ITM,institutional,https://repositorio.itm.edu.co,https://repositorio.itm.edu.co/oai/request,dspace,"journal_articles, theses_and_dissertations",technology,Instituto Tecnológico Metropolitano,co,0,0
9621,Repository of the Academy of Public Administration under the President of the Republic of Kazakhstan,institutional,https://repository.apa.kz,https://repository.apa.kz/oai/request,dspace,"journal_articles, theses_and_dissertations",social_sciences,Academy of Public Administration under the President of the Republic of Kazakhstan,kz,0,0
9622,Repositório IFPE,institutional,https://repositorio.ifpe.edu.br,https://repositorio.ifpe.edu.br/oai/request,dspace,"theses_and_dissertations, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Instituto Federal de Pernambuco,br,0,0
9623,Repositorio UTB,institutional,http://repositorio.utb.edu.co,http://repositorio.utb.edu.co/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, other_special_item_types","science, social_sciences, technology",Universidad Tecnológica de Bolívar,co,0,0
9625,Humadoc Repositorio,institutional,http://humadoc.mdp.edu.ar,http://humadoc.mdp.edu.ar:8080/oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, humanities",Facultad de Humanidades (Universidad Nacional de Mar del Plata),ar,0,0
9626,Bulgarian Portal for Open Science,governmental,https://bpos.bg,https://pub.bpos.bg/oai/request,N/A,"journal_articles, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",National Centre for Information and Documentation,bg,0,0
9629,Knowledge Commons of National Science Library,governmental,http://ir.las.ac.cn,N/A,other,conference_and_workshop_papers,science,Knowledge Commons of National Science Library,cn,0,0
9631,Oskar Bordeaux,institutional,https://oskar-bordeaux.fr,https://oskar-bordeaux.fr/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers","science, technology",Université de Bordeaux,fr,0,0
9634,"KMS Qingdao Institute of Biomass Energy and Bioprocess Technology, CAS",institutional,http://ir.qibebt.ac.cn/,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, patents",science,"KMS Qingdao Institute of Biomass Energy and Bioprocess Technology, CAS",cn,0,0
9635,"Knowledge Management System of Shanghai Institute of Materia Medica, CAS",institutional,http://119.78.100.183,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, patents",science,"Knowledge Management System of Shanghai Institute of Materia Medica, CAS",cn,0,0
9636,"Knowledge Management System of Institute of Deep-sea Science and Engineering,CAS",institutional,http://124.16.219.133,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, datasets, learning_objects, software, patents",science,"Knowledge Management System of Institute of Deep-sea Science and Engineering,CAS",cn,0,0
9637,"Knowledge Management System of Shenyang Institute of Automation, CAS",institutional,http://119.78.100.139,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, patents, other_special_item_types",technology,"Knowledge Management System of Shenyang Institute of Automation, CAS",cn,0,0
9638,"KMS Of Academy of mathematics and systems sciences, CAS",institutional,http://ir.amss.ac.cn,N/A,other,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types",mathematics,"KMS Of Academy of mathematics and systems sciences, CAS",cn,0,0
9639,Repository of the Institute for Contemporary History,institutional,https://risi.unilib.rs,https://risi.unilib.rs/oai2,islandora,"journal_articles, books_chapters_and_sections, other_special_item_types",humanities,Institute for Contemporary History,rs,0,0
9640,Learning and Teaching Repository,governmental,https://ltr.edu.au,N/A,N/A,"unpub_reports_and_working_papers, learning_objects",social_sciences,Universities Australia,au,0,0
9641,Repositorio Institucional del IICA,institutional,https://repositorio.iica.int,https://repositorio.iica.int/oai/request,dspace,"conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects, other_special_item_types",science,Instituto Interamericano de Cooperación para la Agricultura,cr,0,0
9642,Repositório FEBAB,aggregating,http://repositorio.febab.org.br,http://repositorio.febab.org.br/oai-pmh-repository/request,omeka,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences","Federação Brasileira de Associações de Bibliotecários, Cientistas de Informação e Instituições",br,0,0
9643,Research Data Repository of the Leibniz University of Hannover,institutional,https://data.uni-hannover.de,N/A,other,datasets,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Leibniz University Hannover,de,0,0
9645,"Knowledge Commons of National Science Library, CAS",institutional,http://ir.las.ac.cn,N/A,N/A,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences","Knowledge Commons of National Science Library, Chinese Academy of Sciences",cn,0,0
9646,Kapadokya University Institutional Repository,institutional,http://acikerisim.kapadokya.edu.tr,http://acikerisim.kapadokya.edu.tr/oai/request,dspace,journal_articles,"health_and_medicine, science",Kapadokya University,tr,0,0
9647,Giresun University Institutional Repository,institutional,http://acikerisim.giresun.edu.tr,http://acikerisim.giresun.edu.tr/oai/request,dspace,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Giresun University,tr,0,0
9649,EPrints IMDEA Water Institute,institutional,http://eprints.imdea-agua.org:13000/,http://eprints.imdea-agua.org:13000/cgi/oai2,eprints,"journal_articles, books_chapters_and_sections",science,IMDEA Water Institute,es,0,0
9650,Repositório Institucional da Universidade Federal de Rondônia,institutional,http://ri.unir.br/jspui/,N/A,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Fundação Universidade Federal de Rondônia,br,0,0
9651,Bezmialem Vakif University Academic Open Access System,institutional,https://openaccess.bezmialem.edu.tr,N/A,drupal,journal_articles,health_and_medicine,Bezmialem Vakif University,tr,0,0
9652,Botswana International University of Science and Technology Repository,institutional,http://repository.biust.ac.bw/,N/A,dspace,"journal_articles, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Botswana International University of Science and Technology,bw,0,0
9653,MOST WIEDZY - Bridge of Knowledge,institutional,https://mostwiedzy.pl/en/open-access/catalog,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections",technology,Gdańsk University of Technology,pl,0,0
9654,Trinity Laban Research Online,institutional,https://researchonline.trinitylaban.ac.uk,N/A,other,"journal_articles, conference_and_workshop_papers","arts, humanities",Trinity Laban Conservatoire of Music & Dance,gb,0,0
9655,Knowledge Management Platform,institutional,http://ir.gsdx.gov.cn:82,N/A,other,journal_articles,social_sciences,Party School of the Gansu Committee of C.P.C. (Gansu Academy of Governance),cn,0,0
9656,Muş Alparslan University Institutional Repository,institutional,http://akademikarsiv.alparslan.edu.tr,http://akademikarsiv.alparslan.edu.tr/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Muş Alparslan University,tr,0,0
9657,GRAPE Working Papers,institutional,http://grape.org.pl/publications/wps,N/A,drupal,journal_articles,social_sciences,Group for Research in Applied Economics | Foundation of Admirers and Mavens of Economics,pl,0,0
9658,Repositorio Digital de la Fundación Universitaria de Ciencias de la Salud,institutional,https://repositorio.fucsalud.edu.co,https://repositorio.fucsalud.edu.co/oai/request,dspace,theses_and_dissertations,health_and_medicine,Fundación Universitaria de Ciencias de la Salud,co,0,0
9659,Lanzhou University of Technology Institutional Repository,institutional,http://ir.lut.edu.cn,N/A,other,journal_articles,technology,Lanzhou University of Technology,cn,0,0
9660,Knowledge Commons of Southern University of Science and Technology,institutional,https://kc.sustech.edu.cn,N/A,other,journal_articles,technology,Southern University of Science and Technology,cn,0,0
9661,Repositorio Institucional del Indecopi,governmental,http://repositorio.indecopi.gob.pe,http://repositorio.indecopi.gob.pe/oai/request,dspace,"unpub_reports_and_working_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intelectual,pe,0,0
9662,Repositorio Universidad de Lambayeque,institutional,http://repositorio.udl.edu.pe,http://repositorio.udl.edu.pe/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad de Lambayeque,pe,0,0
9663,Repositorio - Fundación Universitaria Konrad Lorenz,institutional,https://repositorio.konradlorenz.edu.co,https://repositorio.konradlorenz.edu.co/oai/request,dspace,"books_chapters_and_sections, learning_objects","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Fundación Universitaria Konrad Lorenz,co,0,0
9665,Repositorio Digital Órgano Judicial,governmental,http://repositoriodigital.organojudicial.gob.pa,http://repositoriodigital.organojudicial.gob.pa/oai/request,dspace,"journal_articles, books_chapters_and_sections, other_special_item_types",social_sciences,República de Panamá - Órgano Judicial,pa,0,0
9666,Mediateca INAH,institutional,http://mediateca.inah.gob.mx,http://mediateca.inah.gob.mx/islandora_74/oai2,islandora,"journal_articles, theses_and_dissertations",humanities,Instituto Nacional de Antropología e Historia,mx,0,0
9670,Repositorio del Instituto para la Investigación Educativa y el Desarrollo Pedagógico,institutional,https://repositorio.idep.edu.co,https://repositorio.idep.edu.co/oai/request,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections, learning_objects, other_special_item_types",social_sciences,Instituto para la Investigación Educativa y el Desarrollo Pedagógico,co,0,0
9671,Repositorio Institucional del CATIE,institutional,http://repositorio.bibliotecaorton.catie.ac.cr,http://repositorio.bibliotecaorton.catie.ac.cr/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations",science,Centro Agronómico Tropical de Investigación y Enseñanza,cr,0,0
9672,Repositorio Digital Universidad ECCI,institutional,https://repositorio.ecci.edu.co,https://repositorio.ecci.edu.co/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad ECCI,co,0,0
9674,Entrepôt Numérique de l'Université d'Alger 2,institutional,http://193.194.83.152:8080/xmlui,http://193.194.83.152:8080/oai/request,dspace,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Université d'Alger 2 abou elkacem Saadallah,dz,0,0
9675,A Resource Centre for the HumanitiEs,disciplinary,https://arche.acdh.oeaw.ac.at,https://arche.acdh.oeaw.ac.at/oai,other,datasets,"arts, humanities",Austrian Centre for Digital Humanities and Cultural Heritage,at,0,0
9676,Institutional Repository of Nature Research Centre,institutional,https://vb.gamtc.lt/repository,https://vb.gamtc.lt/oai,fedora,"journal_articles, theses_and_dissertations",science,Nature Research Centre,lt,0,0
9677,"Veterinar – Repository of the Faculty of Veterinary Medicine, University of Belgrade",institutional,http://vet-erinar.vet.bg.ac.rs,http://vet-erinar.vet.bg.ac.rs/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations",science,University of Belgrade,rs,0,0
9678,Jesuit Centre for Theological Reflection Repository,institutional,https://repository.jctr.org.zm,https://repository.jctr.org.zm/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","humanities, science, social_sciences",Jesuit Centre for Theological Reflection,zm,0,0
9679,Recep Tayyip Erdoğan University Institutional Repository,institutional,http://acikerisim.erdogan.edu.tr,http://acikerisim.erdogan.edu.tr/oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Recep Tayyip Erdoğan University,tr,0,0
9687,South West Open Research Deposit,institutional,https://sword.cit.ie,https://sword.cit.ie/do/oai,digital_commons,"journal_articles, theses_and_dissertations",technology,Munster Technological University,ie,0,0
9690,GreyGuide,disciplinary,http://greyguiderep.isti.cnr.it,N/A,other,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers",social_sciences,Consiglio Nazionale delle Ricerche - Istituto di Scienza e Tecnologie dell’Informazione “A. Faedo”,it,0,0
9692,Research@THEA,disciplinary,https://research.thea.ie,https://research.thea.ie/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, other_special_item_types",technology,Technological Higher Education Association,ie,0,0
9693,Ministry of Culture Research Portal,institutional,https://pure.kb.dk,https://pure.kb.dk/ws/oai,pure,journal_articles,"arts, humanities",Royal Danish Library,dk,0,0
9700,African Union (AU) Common Repository,governmental,https://archives.au.int,https://archives.au.int/oai/request,dspace,"conference_and_workshop_papers, unpub_reports_and_working_papers, other_special_item_types","humanities, health_and_medicine, science, social_sciences",African Union,et,0,0
9701,International Nuclear Information System Repository,institutional,http://inis.iaea.org/search,N/A,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, patents","science, technology",International Atomic Energy Agency,at,0,0
9704,Library Digital Repository - University of the Visual and Performing Arts,institutional,http://repository.lib.vpa.ac.lk,http://repository.lib.vpa.ac.lk/oai/request,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections",arts,University of the Visual and Performing Arts,lk,0,0
9705,Klaipėda University DSpace-CRIS,institutional,https://www.ku.lt/cris,https://portalcris.ku.lt/server/oai,dspace_cris,"journal_articles, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Klaipeda University,lt,0,0
9709,GigaScience Database,disciplinary,http://www.gigadb.org,N/A,N/A,datasets,"health_and_medicine, science",GigaScience Press,hk,0,0
9710,INSPIRE,disciplinary,https://inspirehep.net,N/A,N/A,theses_and_dissertations,science,CERN,ch,0,0
9711,"Repositório Digital do Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",institutional,http://arandu.iffarroupilha.edu.br,http://arandu.iffarroupilha.edu.br/oai/request,dspace,journal_articles,"science, social_sciences, technology","Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",br,0,0
9712,School of dental Medicine dIgitaL archivE,institutional,http://smile.stomf.bg.ac.rs,http://smile.stomf.bg.ac.rs/oai/request,dspace,journal_articles,health_and_medicine,University of Belgrade,rs,0,0
9713,Materials Data Repository,institutional,https://mdr.nims.go.jp,https://mdr.nims.go.jp/catalog/oai,fedora,"journal_articles, conference_and_workshop_papers, datasets",science,National Institute for Materials Science,jp,0,0
9715,Repositorio Institucional Bluefields Indian & Caribbean University,institutional,http://repositorio.bicu.edu.ni,http://repositorio.bicu.edu.ni/cgi/oai2,eprints,"journal_articles, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Bluefields Indian & Caribbean University,ni,0,0
