repository_id,repository_name,repository_type,repository_url,organisation_name,organisation_country,metadata_record_count,full_text_record_count
2,Alexandria Research Platform,institutional,https://www.alexandria.unisg.ch/,University of St. Gallen,ch,43608,0
3,AMS Acta,institutional,http://amsacta.unibo.it,Università di Bologna,it,5058,4471
5,The Lincoln Repository,institutional,https://repository.lincoln.ac.uk/,University of Lincoln,gb,18422,0
7,ArchiMer - Ifremer's institutional repository,institutional,http://archimer.ifremer.fr,French Research Institute for Exploitation of the Sea,fr,26734,0
8,Archive EduTice,institutional,http://edutice.archives-ouvertes.fr/,Centre pour la Communication Scientifique Directe,fr,1787,0
10,Theses de l'ULP,institutional,http://eprints-scd-ulp.u-strasbg.fr/,Université de Strasbourg,fr,1826,0
11,Archive of European Integration,disciplinary,http://aei.pitt.edu/,University of Pittsburgh,us,82220,76762
13,Publikations- und Dokumentenserver der Universitätsbibliothek Marburg,institutional,https://archiv.ub.uni-marburg.de/ubfind/,Philipps-Universität Marburg,de,17025,8833
17,UNSWorks,institutional,http://unsworks.unsw.edu.au,University of New South Wales,au,28312,0
18,arXiv,disciplinary,https://arxiv.org/,Cornell University,us,1418385,0
23,Biblioteca Digital Jurídica do Superior Tribunal de Justiça,governmental,https://bdjur.stj.jus.br/jspui/,Superior Tribunal de Justica,br,143018,31958
24,Bergen Open Research Archive,institutional,https://bora.uib.no,University of Bergen,no,14319,0
25,Repositorio Educativo Digital Universidad Autónoma de Occidente,institutional,http://red.uao.edu.co/,Universidad Autónoma de Occidente,co,5405,0
26,Biblioteca Digital de Teses e Dissertações da Universidade de São Paulo,institutional,https://teses.usp.br/,University of São Paulo,br,76984,0
35,University Library System - University of Messina,institutional,http://cab.unime.it,University of Messina,it,209037,0
38,Caltech Authors,institutional,https://authors.library.caltech.edu/,California Institute of Technology,us,96998,66006
40,CaltechTHESIS,institutional,https://thesis.library.caltech.edu/,California Institute of Technology,us,10399,9072
54,Computer Laboratory Technical Reports - Cambridge University,institutional,https://www.cl.cam.ac.uk/techreports,University of Cambridge,gb,922,0
55,Online Research @ Cardiff,institutional,http://orca.cf.ac.uk,Cardiff University,gb,111222,34539
57,ePubs: the open archive for STFC research publications,institutional,https://epubs.stfc.ac.uk/,Science and Technology Facilities Council,gb,54108,228
58,Archive Ouverte en Sciences de l'Information et de la Communication,institutional,https://archivesic.ccsd.cnrs.fr,Centre pour la Communication Scientifique Directe,fr,1137498,55492
59,Archive Electronique - Institut Jean Nicod,institutional,http://jeannicod.ccsd.cnrs.fr/,Institut Jean Nicod,fr,1375,641
60,HAL Theses,aggregating,http://tel.archives-ouvertes.fr/,Centre pour la Communication Scientifique Directe,fr,113348,8317
61,Central Connecticut State University Collections,institutional,https://collections.ctdigitalarchive.org/islandora/object/530002%3ACCSU,Central Connecticut State University,us,5451,0
63,Central European University's Academic Archive,institutional,http://ceu.archives.ceu.hu/,Central European University,hu,9,0
64,Research Support Scheme - Central European University,institutional,http://rss.archives.ceu.hu/,Central European University,hu,164,0
65,CERN Document Server,disciplinary,http://cds.cern.ch/,European Organization for Nuclear Research,ch,760306,152018
66,Thèses de l'INSA de Lyon,institutional,https://theses.insa-lyon.fr/,Institut National des Sciences Appliquées de Lyon,fr,1028,0
68,Cognitive Sciences ePrint Archive,disciplinary,https://web-archive.southampton.ac.uk/cogprints.org/,University of Southampton,gb,4277,2895
69,eCommons,institutional,https://ecommons.cornell.edu/,Cornell University,us,91189,20295
70,Cranfield CERES,institutional,https://dspace.lib.cranfield.ac.uk/,Cranfield University,gb,9494,0
72,Chiba University Repository for Access to Outcomes from Research,institutional,https://opac.ll.chiba-u.jp/da/curator/?lang=1,Chiba University,jp,97628,42971
73,espace,institutional,https://espace.curtin.edu.au/,Curtin University,au,71212,3131
76,Dalarna University College Electronic Archive,institutional,http://du.diva-portal.org/smash/search.jsf?dswid=-1275,Dalarna University,se,9175,0
79,ANU Open Research,institutional,https://openresearch-repository.anu.edu.au/community-list,Australian National University,au,100,0
80,HAL-IN2P3,institutional,http://hal.in2p3.fr/,L'Institut National de Physique Nucléaire et de Physique des Particules,fr,65781,5730
83,Maastricht University Research Publications,institutional,https://cris.maastrichtuniversity.nl/en/publications/,University Maastricht,nl,89318,12481
84,Carleton Digital Commons,institutional,https://digitalcommons.carleton.edu/,Carleton College,us,42,0
85,Digital Commons @ Connecticut College,institutional,https://digitalcommons.conncoll.edu/,Connecticut College,us,8531,5639
87,Digital Commons@Trinity,institutional,https://digitalcommons.trinity.edu/,Trinity University,us,1160,0
88,DSpace@MIT,institutional,http://dspace.mit.edu/,Massachusetts Institute of Technology,us,101932,0
89,Digital Library of the Commons,disciplinary,https://dlc.dlib.indiana.edu/dlc/,Indiana University Bloomington,us,10323,0
91,Pace Digital Repository,institutional,https://digitalcommons.pace.edu/,Pace University,us,5574,4341
93,DigitalCommons@TMC,institutional,https://digitalcommons.library.tmc.edu/,Texas Medical Center,us,7268,2658
94,FAU Digital Library Digital Collections,institutional,https://library.fau.edu/digital-library/digital-collection-directory,Florida Atlantic University,us,15568,0
96,Digital Commons @ Macalester,institutional,https://digitalcommons.macalester.edu/,Macalester College,us,6147,4442
98,OpenCommons@UConn,institutional,https://digitalcommons.lib.uconn.edu/,University of Connecticut,us,15867,0
99,DigitalCommons@University of Nebraska - Lincoln,institutional,https://digitalcommons.unl.edu/,University of Nebraska-Lincoln,us,117659,92233
100,DigitalCommons@UTEP,institutional,https://scholarworks.utep.edu/,University of Texas at El Paso,us,21412,10
101,Utrecht University Repository,institutional,http://dspace.library.uu.nl,University of Utrecht,nl,185637,1686
104,Qucosa,institutional,https://www.qucosa.de/startseite/,Saxon State Library,de,23199,0
105,Document Server@UHasselt,institutional,https://documentserver.uhasselt.be/,Hasselt University,be,27376,0
108,ScholarsArchive@OSU,institutional,https://ir.library.oregonstate.edu/,Oregon State University,us,60417,0
109,Apollo - University of Cambridge Repository,institutional,https://www.repository.cam.ac.uk/home,University of Cambridge,gb,225631,0
114,DSpace Universidad de Talca,institutional,http://dspace.utalca.cl/index.jsp,Universidad de Talca,cl,11406,6073
115,DSpace at Indian Institute of Management Kozhikode,institutional,http://dspace.iimk.ac.in/,Indian Institute of Management Kozhikode,in,810,0
116,Dspace@NITR,institutional,http://dspace.nitrkl.ac.in/dspace/,"National Institute of Technology, Rourkela",in,2850,0
117,Waseda University Repository,institutional,https://waseda.repo.nii.ac.jp/,Waseda University,jp,46388,39513
119,DCU Online Research Access Service,institutional,https://doras.dcu.ie/,Dublin City University,ie,9700,8452
121,DUO Research Archive,institutional,http://www.duo.uio.no/,University of Oslo,no,49728,0
124,E-Prints in Library and Information Science,disciplinary,http://eprints.rclis.org/,e-prints in library and information science,it,23271,21742
126,Docta Complutense,institutional,https://docta.ucm.es/home,Universidad Complutense Madrid,es,39575,0
128,e-space at Manchester Metropolitan University,institutional,https://www.e-space.mmu.ac.uk/,Manchester Metropolitan University,gb,16606,9414
129,Earth-prints Repository,disciplinary,http://www.earth-prints.org/,Istituto Nazionale di Geofisica e Vulcanologia,it,9692,3709
130,ERI Library,institutional,https://cdm17192.contentdm.oclc.org/digital/collection/p17192coll1/search,Northern Arizona University,us,892,0
131,WinnSpace Repository,institutional,http://winnspace.uwinnipeg.ca/,University of Winnipeg,ca,1423,743
133,edoc-Server. Open-Access-Publikationsserver der Humboldt-Universität zu Berlin,institutional,https://edoc.hu-berlin.de/,Humboldt-Universität zu Berlin,de,19052,0
134,Eldorado - Repository of the TU Dortmund,institutional,https://eldorado.tu-dortmund.de,Technische Universität Dortmund,de,20963,9629
135,"Blekinge Institute of Technology, DIVA.",institutional,https://bth.diva-portal.org/,Blekinge Institute of Technology,se,1855,0
137,PennState University Libraries: Electronic Theses and Dissertations for Graduate School,institutional,https://etda.libraries.psu.edu/,Pennsylvania State University,us,4860,0
139,Media Dokumentenserver - Staats und Universitätsbibliothek Bremen,institutional,https://media.suub.uni-bremen.de,Universität Bremen,de,4221,0
142,Luleå University of Technology Publications,institutional,http://ltu.diva-portal.org/smash/search.jsf?dswid=-7504,Luleå Tekniska Universitet,se,25430,0
145,eScholarShare@Drake,institutional,https://escholarshare.drake.edu/home,Drake University,us,1836,1112
147,Vanderbilt University Institutional Repository,institutional,https://ir.vanderbilt.edu/,Vanderbilt University,us,4961,2545
149,Electronic Theses and Dissertations of Indian Institute of Science,institutional,https://etd.iisc.ac.in/,Indian Institute of Science,in,3779,0
150,ETH Zürich Repository for Publications and Research Data,institutional,https://www.research-collection.ethz.ch/,Eidgenössische Technische Hochschule Zürich,ch,180671,0
151,European University Institute Research Repository,institutional,https://cadmus.eui.eu/,European University Institute,it,24869,3867
152,Università degli Studi di Napoli Federico Il Open Archive,institutional,http://www.fedoa.unina.it/,Università degli Studi di Napoli Federico Il,it,9716,6098
153,FIU Digital Commons,institutional,https://digitalcommons.fiu.edu/,Florida International University,us,23430,10543
156,GFZ Publication Database,institutional,https://gfzpublic.gfz-potsdam.de,Helmholtz Centre Potsdam,de,10000,0
157,Mason Archival Repository Service,institutional,http://mars.gmu.edu,George Mason University,us,7565,0
162,Enlighten - Institutional Repository of the University of Glasgow,institutional,https://www.gla.ac.uk/research/enlighten/,University of Glasgow,gb,152904,36851
165,INRIA.HAL.SCIENCE Web Portal,institutional,https://inria.hal.science/,Institut National de Recherche en Sciences et Technologies du Numérique,fr,112248,22532
166,HAL,aggregating,https://hal.science/,Centre pour la Communication Scientifique Directe,fr,1567158,0
167,TriCollege Libraries Digital Collections,institutional,https://digitalcollections.tricolib.brynmawr.edu/libraries,"Haverford College, Bryn Mawr College, Swarthmore College",us,13595,0
169,History & Theory of Psychology Eprint Archive,disciplinary,https://webresources.articles411.com/history-theory-of-psychology-eprint-archive/,York University,ca,119,0
172,Hokkaido University Collection of Scholarly and Academic Papers,institutional,https://eprints.lib.hokudai.ac.jp/,Hokkaido University,jp,57986,0
174,The Hong Kong University of Science and Technology Institutional Repository,institutional,https://repository.hkust.edu.hk/ir/,The Hong Kong University of Science and Technology,cn,11289,0
175,HKU Theses Online,institutional,https://hub.hku.hk/handle/10722/1057,The University of Hong Kong,cn,11850,0
176,Humboldt Digital Scholar,institutional,https://humboldt-dspace.calstate.edu/,Humboldt State University,us,2388,0
177,HAL SHS,disciplinary,https://shs.hal.science/,Le Centre pour la Communication Scientifique Directe,fr,148880,0
179,IUPUI ScholarWorks Indiana University,institutional,https://scholarworks.iupui.edu/,"Indiana University - Purdue University, Indianapolis",us,24404,17942
180,"International Migration, Integration and Social Cohesion online publications",aggregating,http://library.imiscoe.org/,"International Migration, Integration and Social Cohesion",nl,776,0
182,Open Access Repository of IISc Research Publications,institutional,http://eprints.iisc.ac.in,Indian Institute of Science,in,50668,1
185,Infoscience - EPFL Scientific Publications,institutional,https://infoscience.epfl.ch/,Swiss Federal Institute of Technology Lausanne,ch,169205,37451
189,University of Groningen Research Portal,aggregating,https://research.rug.nl/en/,University of Groningen,nl,237100,50002
193,IUScholarWorks: Indiana University's Institutional Repository,institutional,https://scholarworks.iu.edu/dspace/,Indiana University,us,8859,0
194,Jefferson Digital Commons,institutional,https://jdc.jefferson.edu/,Thomas Jefferson University,us,21091,10413
199,Kölner UniversitätsPublikationsServer,institutional,http://kups.ub.uni-koeln.de/,Universität zu Köln,de,41954,5800
201,Lancaster EPrints,institutional,https://eprints.lancs.ac.uk/,Lancaster University,gb,85030,18824
202,Leiden University Scholarly Repository,institutional,https://scholarlypublications.universiteitleiden.nl,Leiden University,nl,76560,26449
203,Librarians' Digital Library,disciplinary,https://drtc.isibang.ac.in/,"Indian Statistical Institute, Bangalore Centre",in,510,0
206,LSE Research Online,institutional,http://eprints.lse.ac.uk/,London School of Economics and Political Science,gb,70866,0
209,Publikationer från Malmö universitet,institutional,https://mau.diva-portal.org/smash/search.jsf,Malmö University,se,30397,0
211,Max Planck Society eDoc Server,institutional,http://edoc.mpg.de/,Max Planck Gesellschaft,de,200000,0
213,Middlesex University Research Repository,institutional,https://repository.mdx.ac.uk/,Middlesex University,gb,17151,0
214,Minds@UW,institutional,https://minds.wisconsin.edu/,University of Wisconsin-Madison,us,26456,2616
216,Max Planck Institute for the Study of Societies Publications,institutional,http://www.mpifg.de/pu/mpifg_pub_en.asp,Max-Planck-Institut für Gesellschaftsforschung,de,61800,0
217,MSpace at the University of Manitoba,institutional,https://mspace.lib.umanitoba.ca,University of Manitoba,ca,24394,0
218,Multimedia ONline ARchiv CHemnitz,institutional,http://monarch.qucosa.de/startseite/,Technische Universität Chemnitz,de,3560,0
219,Mannheimer Zentrum für Europäische Sozialforschung Publikationen,institutional,http://www.mzes.uni-mannheim.de/d7/de/publications/search?f[0]=field_biblio_mzes_pub_type%3A1/,Universität Mannheim,de,6781,0
223,Maynooth University Research Archive Library,institutional,http://mural.maynoothuniversity.ie/,"National University of Ireland, Maynooth",ie,13022,2
225,Newcastle University ePrints,institutional,https://eprints.ncl.ac.uk,Newcastle University,gb,126517,25055
227,Nottingham eTheses,institutional,https://eprints.nottingham.ac.uk/etheses/,University of Nottingham,gb,6259,0
230,Knowledge Bank at Ohio State University,institutional,https://kb.osu.edu/dspace/,The Ohio State University,us,85779,30782
231,OhioLINK Electronic Theses and Dissertations Center,aggregating,"https://etd.ohiolink.edu/acprod/odb_etd/etd/r/1501/1?clear=0,1,5,10,20,21,1001",Ohio Library and Information Network,us,104120,641
236,Publication Server of the Düsseldorf University of Applied Sciences,institutional,https://opus4.kobv.de/opus4-hs-duesseldorf/home,Hochschule Düsseldorf: University of Applied Sciences,de,907,0
238,OPUS Online Publikationsserver der Katholischen Universität Eichstätt-Ingolstadt,institutional,http://www.opus-bayern.de/ku-eichstaett/,Katholische Universität Eichstätt-Ingolstadt (KU),de,172,2
240,OPUS - Volltextserver Universität Passau,institutional,https://opus4.kobv.de/opus4-uni-passau/home,Universität Passau,de,402,0
242,OPUS Online-Publikationsserver des BIB,institutional,https://www.bib-info.de/berufsverband/publikationen/,Berufsverband Information Bibliothek e.V.,de,1621,0
243,Hochschulschriftenserver der Fachhochschule Dortmund,institutional,https://opus.bsz-bw.de/fhdo,Fachhochschule Dortmund,de,73,0
244,OPUS-Publication Server of the Westphalian University,institutional,https://whge.opus.hbz-nrw.de/home,Westphalian University,de,1914,0
245,Organic Eprints,disciplinary,https://orgprints.org,International Centre for Research in Organic Food Systems,dk,26752,17713
250,Pakistan Research Repository,governmental,http://prr.hec.gov.pk/jspui/,Higher Education Commission Pakistan,pk,6925,177
253,Thèses en ligne de ParisTech,aggregating,https://pastel.hal.science/,ParisTech,fr,7621,0
255,PhilSci Archive: An Archive for Preprints in Philosophy of Science,disciplinary,http://philsci-archive.pitt.edu/,University of Pittsburgh,us,9663,7311
258,Publikationer från Mälardalens högskola,institutional,http://mdh.diva-portal.org/smash/search.jsf,Mälardalens Högskola,se,11255,0
259,Publikationer från Högskolan i Jönköping,institutional,http://hj.diva-portal.org/smash/search.jsf,Högskolan i Jönköping,se,12251,0
260,Publikationer från KTH,institutional,http://kth.diva-portal.org/smash/search.jsf?rvn=1,Kungliga Tekniska Högskolan,se,40650,1
261,Publications from Linköping University,institutional,http://liu.diva-portal.org/smash/search.jsf,Linköpings Universitet,se,40596,25
262,Publikationer från Södertörns Högskola,institutional,http://sh.diva-portal.org,Södertörns Högskola,se,11708,0
263,Publikationer från Stockholms universitet,institutional,http://su.diva-portal.org/smash/search.jsf,Stockholms Universitet,se,22728,0
264,Publikationer från Umeå universitet,institutional,http://umu.diva-portal.org/smash/search.jsf,Umeå Universitet,se,33691,0
265,Linnéuniversitetet DiVA,institutional,http://lnu.diva-portal.org/smash/search.jsf,Linnaeus University,se,28764,0
266,publish.UP,institutional,https://publishup.uni-potsdam.de/opus4-ubp/home,Universität Potsdam,de,7019,0
267,PubMed Central,disciplinary,https://www.ncbi.nlm.nih.gov/pmc/,National Institutes of Health,us,4523200,696674
268,QSpace: Queen’s Scholarship & Digital Collections,institutional,https://qspace.library.queensu.ca/,Queen's University,ca,12838,0
270,Queensland University of Technology ePrints Archive,institutional,http://eprints.qut.edu.au/,Queensland University of Technology,au,177155,34191
272,Research Repository of Catalonia,aggregating,https://recercat.cat/quees,Consorci de Serveis Universitaris de Catalunya,es,129405,0
276,University of Wollongong Research Online,institutional,http://ro.uow.edu.au/,University of Wollongong,au,77781,18924
280,SaarDok,institutional,http://saardok.bsz-bw.de,Universität des Saarlandes,de,1062,0
282,Elektronisch archivierte Theorie - Sammelpunkt,institutional,http://sammelpunkt.philo.at:8080/,Universität Wien,at,1877,1143
283,Catalogue des thèses URCA,institutional,http://scdweb.univ-reims.fr/ipac20/ipac.jsp?profile=scdldap&menu=search&submenu=advanced,Université Reims Champagne-Ardenne,fr,60579,0
284,ScholarlyCommons@Penn,institutional,https://repository.upenn.edu/home,University of Pennsylvania,us,36413,0
285,SOAS Research Online,institutional,https://eprints.soas.ac.uk/,"School of Oriental and African Studies, University of London",gb,25111,6820
286,Acronym,institutional,https://publikationen.sulb.uni-saarland.de/,Universität des Saarlandes,de,6328,0
287,SIOExplorer,institutional,http://siox.sdsc.edu/,Scripps Institution of Oceanography,us,1500,0
288,SISSA Digital Library: Institutional Research Information System,institutional,https://iris.sissa.it/,Scuola Internazionale Superiore di Studi Avanzati,it,11388,1531
289,eCrystals - Southampton,disciplinary,http://ecrystals.chem.soton.ac.uk/,University of Southampton,gb,896,22
291,Strathprints: The University of Strathclyde institutional repository,institutional,https://strathprints.strath.ac.uk/,University of Strathclyde,gb,48186,0
292,Epsilon Archive for Student Projects,institutional,http://stud.epsilon.slu.se/,Sveriges Lantbruksuniversitet (Swedish University of Agricultural Sciences),se,11075,0
293,Sydney eScholarship Repository,institutional,https://ses.library.usyd.edu.au/,The University of Sydney,au,22747,10562
294,T-Space: University of Toronto Research Repository,institutional,https://tspace.library.utoronto.ca/,University of Toronto,ca,80327,0
296,Tesis Doctorals en Xarxa,aggregating,https://www.tdx.cat/,Consorci de Serveis Universitaris de Catalunya,es,33939,4167
298,The OAKTrust Digital Repository,institutional,http://oaktrust.library.tamu.edu/,Texas A&M University,us,118044,36131
299,The Jean Monnet Working Paper Series,institutional,https://jeanmonnetprogram.org/papers/,New York University School of Law,us,365,0
300,Open Research Online,institutional,http://oro.open.ac.uk/,The Open University,gb,36961,0
304,University of Washington: Structural Informatics Group Publications,institutional,http://sigpubs.si.washington.edu/,University of Washington,us,235,143
305,University of Surrey Open Research repository,institutional,https://openresearch.surrey.ac.uk/esploro/,University of Surrey,gb,62110,24257
306,UnitusOpen,institutional,https://dspace.unitus.it/,Università degli Studi della Tuscia,it,2985,1383
307,Universidade do Minho: RepositoriUM,institutional,https://repositorium.sdum.uminho.pt,Universidade do Minho,pt,53309,0
308,Repositório Digital Institucional da UFPR,institutional,https://acervodigital.ufpr.br,Universidade Federal do Paraná,br,48736,0
309,UPCommons,institutional,https://upcommons.upc.edu/,Universitat Politènica de Catalunya,es,22794,0
310,Florence Research Repository,institutional,https://flore.unifi.it/,Università degli Studi di Firenze,it,171906,0
312,Elektronisches Volltextarchiv - Scientific Articles Repository,institutional,http://www.ubka.uni-karlsruhe.de/eva/,Karlsruher Institut für Technologie (KIT),de,20141,0
313,Digitale Hochschulschriften der LMU,institutional,http://edoc.ub.uni-muenchen.de/,Ludwig-Maximilians-Universität München,de,17013,14540
314,Open Access LMU,institutional,http://epub.ub.uni-muenchen.de/,Ludwig-Maximilians-Universität München,de,29747,19151
315,DIAL.pr Research Publications,institutional,https://dial.uclouvain.be/pr/boreal,Catholic University of Louvain,be,144096,0
316,Les theses electroniques,institutional,http://theses.univ-lyon2.fr/,Université Lumière Lyon 2,fr,2482,0
317,Papyrus: Dépôt institutionnel / Institutional Repository - Université de Montréal,institutional,https://papyrus.bib.umontreal.ca,Université de Montréal,ca,24424,15024
319,Service de documentation en études et interventions régionales,disciplinary,https://sdeir.uqac.ca/,Université du Québec à Chicoutimi,ca,602,0
320,Archipel - Université du Québec à Montréal,institutional,http://www.archipel.uqam.ca/,Université du Québec à Montréal,ca,9439,5653
322,UCL Discovery,institutional,https://discovery.ucl.ac.uk/,University College London,gb,335202,0
323,Universiteit van Amsterdam Digital Academic Repository,institutional,https://dare.uva.nl/,Universiteit van Amsterdam,nl,164361,0
325,eScholarship - University of California,institutional,https://escholarship.org,University of California,us,308982,42233
326,UCT Computer Science Research Document Archive,institutional,https://pubs.cs.uct.ac.za/,University of Cape Town,za,899,0
327,University of Delaware Library Institutional Repository,institutional,https://udspace.udel.edu/home,University of Delaware,us,23791,0
328,Durham Research Online,institutional,https://durham-repository.worktribe.com/,Durham University,gb,24348,0
330,Ghent University Academic Bibliography,institutional,https://biblio.ugent.be/,Universiteit Gent,be,255160,0
333,ePrints.FRI,institutional,http://eprints.fri.uni-lj.si/,Univerza v Ljubljani,si,3947,2035
334,University of Melbourne Institutional Repository,institutional,https://minerva-access.unimelb.edu.au/,University of Melbourne,au,73475,555
336,UNM Digital Repository,institutional,https://digitalrepository.unm.edu/,University of New Mexico,us,27217,0
337,ScholarWorks@UNO,institutional,https://scholarworks.uno.edu,The University of New Orleans,us,22942,0
344,University of Pretoria Electronic Theses and Dissertations,institutional,http://upetd.up.ac.za/UPeTD.htm,University of Pretoria,za,8774,0
346,UR Research,institutional,https://urresearch.rochester.edu/home.action,University of Rochester,us,33277,0
348,e-Prints Soton,institutional,https://eprints.soton.ac.uk/,University of Southampton,gb,180206,8
349,STORRE: Stirling Online Research Repository,institutional,https://dspace.stir.ac.uk/,University of Stirling,gb,14134,0
350,Online Publication Server of the University of Stuttgart,institutional,https://elib.uni-stuttgart.de,University of Stuttgart,de,11271,4200
351,University of Tasmania Eprints Repository,institutional,http://eprints.utas.edu.au/,University of Tasmania,au,33557,15812
352,University of Toronto Scarborough Experimental Eprints Archive,institutional,http://eprints.utsc.utoronto.ca/,University of Toronto at Scarborough,ca,17,0
354,University of Twente Research Information,institutional,https://research.utwente.nl/,University of Twente,nl,53055,17844
355,Volltextserver Universität Ulm - VTS Publication Service,institutional,http://vts.uni-ulm.de/index.asp,University of Ulm,de,3888,0
356,USpace Institutional Repository,institutional,https://lib.utah.edu/digital-scholarship/uspace-uscholar.php,The University of Utah,us,20878,0
359,ResearchWorks at the University of Washington,institutional,https://digital.lib.washington.edu/researchworks/,University of Washington,us,22328,0
361,Publikationer från Uppsala Universitet,institutional,http://uu.diva-portal.org/smash/search.jsf,Uppsala Universitet,se,79995,119
362,University of Southern Queensland Repository,institutional,https://research.usq.edu.au/,University of Southern Queensland,au,24311,12103
363,UTS Institutional Repository,institutional,https://opus.lib.uts.edu.au,University of Technology Sydney,au,73354,11145
365,Victoria University Eprints Repository,institutional,http://vuir.vu.edu.au/,Victoria University,au,16354,3287
367,Biblioteca Virtual em Saúde - Minisétrio da Saúde,disciplinary,http://portalsaude.saude.gov.br/index.php/biblioteca,Minisétrio da Saúde,br,0,0
368,OPUS-Datenbak Würzburg-Schweinfurt,institutional,http://www.opus-bayern.de/fh-wue-sw/,University of Applied Sciences Wuerzburg-Schweinfurt,de,20,0
373,White Rose Research Online,institutional,https://eprints.whiterose.ac.uk/,White Rose University Consortium: University of Leeds; The University of Sheffield; University of York,gb,59818,0
375,Woods Hole Open Access Server,institutional,https://darchive.mblwhoilibrary.org/home,Woods Hole Oceanographic Institution,us,8809,0
377,Yale Medicine Thesis Digital Library: EliScholar,institutional,https://elischolar.library.yale.edu/ymtdl/,Yale University,us,423,0
381,Dalhousie Computer Science Technical Reports Series,institutional,http://www.cs.dal.ca/research/techreports/,Dalhousie University,ca,124,0
383,Publikationer från Karlstads Universitet,institutional,http://kau.diva-portal.org/smash/search.jsf,Karlstads Universitet,se,16479,0
384,Publikationer från Örebro universitet,institutional,http://oru.diva-portal.org/smash/search.jsf,Örebro Universitet,se,12903,0
386,Elektronisches Publikationsportal der Österreichischen Akademie der Wissenschaften,institutional,http://epub.oeaw.ac.at/,Austrian Academy of Sciences,at,49905,1367
388,Almae Matris Studiorum Campus,institutional,http://campus.cib.unibo.it/,"Alma Mater Studiorum, Università di Bologna",it,184542,8725
389,AgEcon Search,disciplinary,https://ageconsearch.umn.edu/,University of Minnesota Twin Cities,us,105282,0
390,Washington Research Library Consortium Digital Collections,aggregating,https://islandora.wrlc.org/,Washington Research Library Consortium,us,108771,0
393,Library of Congress Digital Collections,institutional,https://www.loc.gov/collections/,Library of Congress,us,247005,0
394,American Mineralogist Crystal Structure Database,disciplinary,http://rruff.geo.arizona.edu/AMS/amcsd.php,Mineralogical Society of America,us,829,0
395,AMNH Library Digital Repository,institutional,https://digitallibrary.amnh.org/home,American Museum of Natural History,us,6891,2166
397,The Aphasiology Archive,disciplinary,http://aphasiology.pitt.edu/,University of Pittsburgh,us,1729,1659
399,Archivsystem Ask23,institutional,http://ask23.hfbk-hamburg.de/draft/,Hochschule für Bildende Künste,de,160,28
400,University of Adelaide Library Electronic Text Collection,disciplinary,http://ebooks.adelaide.edu.au/,University of Adelaide,au,4484,0
404,JPL Open Repository,institutional,https://dataverse.jpl.nasa.gov/dataverse/jor,National Aeronautics and Space Administration,us,25401,0
406,Digitale Sammlungen der Universitätsbibliothek Bielefeld,institutional,http://ds.ub.uni-bielefeld.de,Bielefeld University,de,4293,23
409,ePublications@SCU,institutional,http://epubs.scu.edu.au/,Southern Cross University,au,19325,26
410,Cybertesis UNMSM,institutional,http://cybertesis.unmsm.edu.pe/,Universidad Nacional Mayor de San Marcos - SISBIB,pe,16165,10592
411,Caltech Archives Oral Histories Online,institutional,https://oralhistories.library.caltech.edu/,California Institute of Technology,us,219,191
415,Xios Theses,institutional,http://doks.xios.be/doks/do/folder/View?dispatch=info,Hogeschool PXL,be,1063,0
416,Colección de Tesis Digitales - Universidad de las Américas Puebla,institutional,http://catarina.udlap.mx/u_dl_a/tales/,Universidad de las Américas Puebla,mx,4979,0
417,Computer Science Technical Reports,disciplinary,https://eprints.cs.vt.edu/,Virginia Polytechnic Institute and State University,us,997,837
418,Crystallography Open Database,disciplinary,http://www.crystallography.net/,"Université du Maine, Le Mans-Laval",fr,357597,0
419,Deep Blue Repositories,institutional,https://www.lib.umich.edu/collections/deep-blue-repositories,University of Michigan,us,120116,0
427,Digital Repository at the University of Maryland,institutional,https://drum.lib.umd.edu/home,University of Maryland,us,20513,0
429,Columbia Academic Commons,institutional,https://academiccommons.columbia.edu,Columbia University In The City of New York,us,7864,0
430,Digital Case,institutional,https://digital.case.edu/,Case Western Reserve University,us,1400,0
431,DigitalCommons@Fayetteville State University,institutional,https://digitalcommons.uncfsu.edu/,Fayetteville State University,us,857,363
432,Massey Research Online,institutional,http://mro.massey.ac.nz/,Massey University,nz,13942,3388
433,Digital Commons @ Providence College,institutional,https://digitalcommons.providence.edu/,Providence College,us,17368,4659
434,"Repository of AUC Digital Collections, Archives and Research",institutional,https://radar.auctr.edu/,Atlanta University Center,us,26352,1
435,Simmons University Digital Archives,institutional,https://simmons.access.preservica.com/,Simmons University,us,10,0
437,DSpace an der Universität Kassel,institutional,https://kobra.uni-kassel.de/,Universität Kassel,de,5592,0
438,Digital Commons @ University of Georgia School of Law,institutional,https://digitalcommons.law.uga.edu/,University of Georgia School of Law,us,12673,5840
439,Digital Commons @ UM Carey Law,institutional,https://digitalcommons.law.umaryland.edu/,University of Maryland Francis King Carey School of Law,us,9239,6469
441,Documenting the American South,institutional,https://docsouth.unc.edu/,The University of North Carolina at Chapel Hill,us,3554,0
446,Dokumentenserver der Fachhochschule Münster,institutional,http://www.hb.fh-muenster.de/,Fachhochschule Münster,de,944,0
450,Rice University Research Repository,institutional,https://repository.rice.edu/home,Rice University,us,71040,4405
452,SUNY Digital Repository,institutional,https://dspace.sunyconnect.suny.edu,State University of New York,us,24587,0
