repository_id,repository_name,repository_type,repository_url,organisation_name,organisation_country,metadata_record_count,full_text_record_count
2506,Research+rmuts,institutional,http://61.47.35.41:8181/ir_plus/,Rajamangala University of Technology Suvarnabhumi (มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ),th,145,0
2507,Huskie Commons,institutional,https://huskiecommons.lib.niu.edu/,Northern Illinois University,us,8804,1528
2508,FirstTech Institutional Repository,institutional,http://repository.nkfust.edu.tw/ir/,National Kaohsiung First University of Science and Technology (國立高雄第一科技大學),tw,18592,0
2510,Repositorio de la Facultad de Psicología,institutional,http://rpsico.mdp.edu.ar/,Universidad Nacional de Mar del Plata,ar,605,0
2511,Lumbung Pustaka UNY  (UNY Repository),institutional,http://eprints.uny.ac.id/,Yogyakarta State University,id,51995,0
2512,Institutional Repository for Information Sharing,institutional,http://www.who.int/iris,World Health Organization,ch,217676,0
2514,IMT Institutional Repository,institutional,https://iris.imtlucca.it,IMT Alti Studi Lucca,it,3553,834
2515,Repozytorium Uniwersytetu Łódzkiego (University of Lodz Repository),institutional,http://dspace.uni.lodz.pl:8080/xmlui/,Uniwersytet Łódzki (University of Lodz),pl,31622,7419
2516,The ScholarShip: East Carolina University's Institutional Repository,institutional,https://thescholarship.ecu.edu/,East Carolina University,us,6291,2651
2517,UNF Digital Commons,institutional,https://digitalcommons.unf.edu/,University of North Florida,us,16516,0
2518,Naturalis,institutional,http://naturalis.fcnym.unlp.edu.ar/,Universidad Nacional de La Plata,ar,2575,2511
2519,Repositorio de Información de Medio Ambiente de Cuba,institutional,http://repositorio.geotech.cu/jspui/,Instituto de Geografía Tropical,cu,1504,0
2520,Bibliotecka Cyfrowa Politechniki Koszalińskiej (Digital Library of Koszalin University of Technology),institutional,http://dlibra.tu.koszalin.pl/dlibra,Koszalin University of Technology,pl,54,0
2521,Hochschulschriftenserver der PH Heidelberg,institutional,https://opus.ph-heidelberg.de/home,Pädagogische Hochschule Heidelberg,de,130,96
2522,Repositorio de Tesis USAT,institutional,http://tesis.usat.edu.pe/,Universidad Católica Santo Toribio de Mogrovejo,pe,3202,2587
2524,OPUS - Hochschulschriftenserver der Hochschule Esslingen,institutional,https://hses.bsz-bw.de/home,Hochschule Esslingen (University of Applied Sciences),de,335,0
2526,Der Publikationsserver der Universität Hildesheim,institutional,https://hilpub.uni-hildesheim.de/home,Universität Hildesheim,de,688,0
2527,Hochschulschriftenserver der Pädagogischen Hochschule Karlsruhe,institutional,https://phka.bsz-bw.de/home,Pädagogischen Hochschule Karlsruhe,de,108,23
2528,OPUS - Hochschulschriftenserver der Hochschule Aalen,institutional,https://opus-htw-aalen.bsz-bw.de/home,Hochschule Aalen,de,173,0
2529,Hochschulschriftenserver der PH Ludwigsburg,institutional,https://phbl-opus.phlb.de/home,Pädagogische Hochschule Ludwigsburg,de,303,266
2530,Hochschulschriftenserver der Hochschule Mittweida,institutional,https://monami.hs-mittweida.de/home,Hochschule Mittweida,de,8651,0
2531,Publication Server of Heilbronn University,institutional,https://opus-hshn.bsz-bw.de/home,Heilbronn University of Applied Sciences,de,135,83
2532,Publication Server of the Offenburg University of Applied Sciences,institutional,https://opus.hs-offenburg.de,Offenburg University,de,3316,182
2533,Online Publikationsserver OPUS der Hochschule Osnabrück,institutional,https://opus.hs-osnabrueck.de/home,Hochschule Osnabrück,de,1073,89
2534,Reutlingen University Academic Bibliography,institutional,https://publikationen.reutlingen-university.de/home,Reutlingen University,de,2128,442
2535,VUT DigiResearch,institutional,http://vut.netd.ac.za/,Vaal University of Technology,za,185,0
2537,Kirchlicher DokumentenServer der AKThB und des VkwB,institutional,https://kidoks.bsz-bw.de/home,Verbands kirchlich-wissenschaftlicher Bibliotheken,at,1105,0
2538,OPUS - Publication Server of the HVF,institutional,https://opus-hslb.bsz-bw.de/home,Welcome to the University of Applied Sciences - Public Administration and Finance Ludwigsburg,de,521,462
2539,Publication Server of the Wuppertal Institute,institutional,https://epub.wupperinst.org,"Wuppertal Institut für Klima, Umwelt, Energie gGmbH",de,6645,1128
2542,Łódzka Regionalna Biblioteka Cyfrowa,aggregating,http://cybra.lodz.pl/dlibra,Łódzka Akademicka Sieć Biblioteczna,pl,3344,0
2543,Predicted Crystallography Open Database,disciplinary,http://www.crystallography.net/pcod/,Crystallography Open Database,lt,1062771,0
2544,Material Properties Open Database,disciplinary,http://www.materialproperties.org/,Material Properties Open Database,fr,0,0
2545,Sanok Digital Library,governmental,http://sanockabibliotekacyfrowa.pl/dlibra,Digital-Center,pl,357,0
2547,Archivo Literario de Biblioteca Nacional de Uruguay,governmental,http://catalogoarchivoliterario.bibna.gub.uy/index.php/archivo-literario-5,Biblioteca Nacional de Uruguay,uy,547,0
2548,University of West Bohemia Digital Library,institutional,https://dspace.zcu.cz/,Západočeská univerzita v Plzni (University of West Bohemia in Pilsen),cz,100,0
2549,KARlsruhe Open Literature Archive,institutional,http://opac.fzk.de:81/de/fzk_oai_qsim_frm.html,Karlsruher Institut für Technologie (KIT),de,2488,0
2552,Livro Aberto,institutional,http://livroaberto.ibict.br/,Instituto Brasileiro de Informação em Ciência e Tecnologia,br,447,0
2553,Repositorio de la UNIA,institutional,http://dspace.unia.es/,Universidad Internacional de Andalucía,es,3934,1210
2554,IMT E-Theses,institutional,http://e-theses.imtlucca.it/,IMT Alti Studi Lucca,it,305,242
2555,Vassar Scholarship,institutional,https://digitallibrary.vassar.edu/collections/institutional-repository,Vassar,us,1255,341
2556,St George's Online Research Archive,institutional,https://openaccess.sgul.ac.uk/,"St George's, University of London",gb,6723,4512
2557,Biblioteka Cyfrowa Diecezji Legnickiej,institutional,http://bcdl.pl/dlibra,Biblioteka Wyższego Seminarium Duchownego,pl,368,0
2558,NuSpace Institutional Repository,institutional,http://ir.nust.ac.zw/xmlui/,National University of Science and Technology,zw,717,0
2559,T-Stór,institutional,http://t-stor.teagasc.ie/,Teagasc - Agriculture &amp; Food Development Authority,ie,1472,0
2560,National Taipei University of Technology Institutional Repository,institutional,http://ir.ntut.edu.tw/,National Taipei University of Technology,tw,11144,0
2561,UKnowledge: University of Kentucky's Institutional Repository,institutional,https://uknowledge.uky.edu/,University of Kentucky,us,17529,0
2562,Birkbeck Institutional Research Online,institutional,https://eprints.bbk.ac.uk/,"Birkbeck, University of London",gb,469,398
2563,"Repositorio Digital Universidad Laica ""Eloy Alfaro"" de Manabí",institutional,http://repositorio.uleam.edu.ec/,Universidad Laica &quot;Eloy Alfaro&quot; de Manabí,ec,2654,5
2564,Digital Library of the Tanzania Health Community,institutional,http://ihi.eprints.org/,Ifakara Health Institute,tz,3236,0
2565,MUHAS Institutional Repository,institutional,http://dspace.muhas.ac.tz:8080/xmlui/,Muhimbili University of Health and Allied Health Sciences,tz,1781,0
2566,Repositorio de Digital Institucional - UCSG,institutional,http://repositorio.ucsg.edu.ec/,Universidad Católica de Santiago de Guayaquil,ec,10544,0
2567,Digital Repository - Intellectual Funds of Bukovynian State Medical University,institutional,http://dspace.bsmu.edu.ua:8080/xmlui,Bukovinian State Medical University,ua,15650,4136
2568,RCA Research Repository,institutional,https://researchonline.rca.ac.uk/,Royal College of Art,gb,2989,1310
2569,Bard Digital Commons,institutional,https://digitalcommons.bard.edu/,Bard College,us,7319,0
2570,Repository of Nicolaus Copernicus University,institutional,http://repozytorium.umk.pl/,Nicolaus Copernicus University,pl,5128,0
2571,ScholarSphere,institutional,https://scholarsphere.psu.edu/,Pennsylvania State University,us,3315,0
2572,Repositorio Digital de la Universidad Nacional de Córdoba,institutional,https://rdu.unc.edu.ar,Universidad Nacional de Córdoba,ar,10601,1217
2573,Repositorio Universitario de la DGTIC,institutional,http://www.ru.tic.unam.mx:8080/,Universidad Nacional Autónoma de México,mx,2601,0
2574,Tesis Electronicas de la Universidad de Chile,institutional,http://www.tesis.uchile.cl/,Universidad de Chile,cl,16800,0
2575,Electronic Zhytomyr State Technological University Institutional Repository,institutional,https://eztuir.ztu.edu.ua/,Zhytomyr State Technological University,ua,7148,0
2576,Dehesa. Repositorio Institucional de la Universidad de Extremadura,institutional,https://dehesa.unex.es,Universidad de Extremadura,es,11093,3483
2577,Sémaphore,institutional,http://semaphore.uqar.ca/,Université du Québec à Rimouski,ca,1589,1498
2579,Cologne Open Science - Wissenschaft weltweit vernetzen,institutional,https://cos.bibl.th-koeln.de/home,Technische Hochschule Köln,de,184,0
2580,Digital Commons @ EMU,institutional,https://commons.emich.edu/,Eastern Michigan University,us,8030,0
2581,Nasi u FP,governmental,http://eprints.kobson.nb.rs/,Народна библиотека Србије,rs,34,31
2582,DDFV,institutional,http://ddfv.ufv.es/xmlui/,Universidad Francisco de Vitoria,es,1800,649
2583,VIURRSpace,institutional,http://viurrspace.ca,Vancouver Island University,ca,100,0
2584,Full-text Institutional Repository of the Ruđer Bošković Institute,institutional,http://fulir.irb.hr/,Ruđer Bošković Institute,hr,2864,0
2586,Simorgh Research Repository,institutional,http://eprints.kmu.ac.ir/,Kerman University of Medical Sciences,ir,14163,10285
2587,Intellectum,institutional,http://intellectum.unisabana.edu.co/,Universidad de La Sabana,co,16290,1832
2588,University of Canberra Research Portal,institutional,https://researchprofiles.canberra.edu.au,University of Canberra,au,11427,0
2590,ASU Library Repository Services,institutional,https://repository.asu.edu/,Arizona State University,us,43305,0
2591,Liburuklik Biblioteca Digital Vasca,governmental,http://www.liburuklik.euskadi.net/,Departamento de Cultura del Gobierno Vasco,es,13730,0
2592,Hal-Diderot,institutional,http://hal-univ-diderot.archives-ouvertes.fr/,Université Paris Diderot - Paris 7,fr,2652184,13213
2593,Repositorio Digital UNAC,institutional,http://repositorio.unac.edu.pe/,Universidad Nacional del Callao,pe,905,0
2594,Repositório Científico do Instituto Politécnico de Lisboa,institutional,http://repositorio.ipl.pt/,Instituto Politécnico de Lisboa,pt,12688,6341
2595,Repositório Científico do Instituto Politécnico do Porto,institutional,http://recipp.ipp.pt/,Instituto Politécnico do Porto,pt,15975,7096
2596,Biblioteca Digital Wilson Popenoe,institutional,https://bdigital.zamorano.edu/,Escuela Agrícola Panamericana Zamorano,hn,5575,0
2597,Hellenic National Archive of Doctoral Dissertations,governmental,http://phdtheses.ekt.gr/,National Hellenic Research Foundation,gr,39269,0
2599,Electronic Repository of the National Aviation University of Ukraine,institutional,http://er.nau.edu.ua/,National Aviation University,ua,35032,3007
2600,SU+ Digital Repository,institutional,https://su-plus.strathmore.edu,Strathmore University,ke,3078,0
2601,PubliCatt,institutional,https://publicatt.unicatt.it/,Università Cattolica del Sacro Cuore,it,91503,1231
2602,European Documentation Centers (Κέντρα Ευρωπαϊκής Τεκμηρίωσης),institutional,http://ketlib.lib.unipi.gr/xmlui/,University of Piraeus (Πανεπιστήμιο Πειραιώς),gr,763,0
2604,Konrad Zuse Internet Archive,disciplinary,http://zuse.zib.de/,Freie Universität Berlin,de,1,0
2605,Dokuz Eylul University Open Archive System,institutional,https://avesis.deu.edu.tr,Dokuz Eylul University,tr,10761,0
2606,Digital Library of the Czech Technical University in Prague,institutional,https://dspace.cvut.cz/,Czech Technical University in Prague,cz,43535,6788
2607,Queen's University Belfast Research Portal,institutional,https://pure.qub.ac.uk,Queen's University Belfast,gb,85722,10400
2608,Electronic Odessa National Economic University Institutional Repository,institutional,http://dspace.oneu.edu.ua/jspui/,Odessa National Economic University,ua,6822,0
2609,INSIDE Idaho,disciplinary,https://insideidaho.org/,University of Idaho,us,0,0
2610,Toho University Academic Repository,institutional,https://mylibrary.toho-u.ac.jp/webopac/ufirdi.do?ufi_target=ctlsrh,Toho University,jp,52,0
2611,WPI University Archives,institutional,https://archives.wpi.edu/repositories/3,Worcester Polytechnic Institute,us,23551,15110
2612,Dione (Διώνη),institutional,http://dione.lib.unipi.gr/xmlui/,University of Piraeus (Πανεπιστήμιο Πειραιώς),gr,10356,0
2613,Universiti Malaysia Kelantan Intitutional Repository,institutional,http://umkeprints.umk.edu.my/,Universiti Malaysia Kelantan,my,7909,0
2614,u:scholar,institutional,http://uscholar.univie.ac.at/,University of Vienna,at,3870,0
2615,Digital Repository of Ostroh Academy,institutional,https://eprints.oa.edu.ua/,National University Ostroh Academy,ua,6153,0
2616,Dépôt Universitaire Numérique des Étudiants,institutional,http://dune.univ-angers.fr/,Université dAngers,fr,2258,0
2617,Charles Darwin University's Institutional Digital Repository,institutional,http://espace.cdu.edu.au/,Charles Darwin University,au,25154,4768
2618,KYPSELI,institutional,http://kypseli.ouc.ac.cy/,Open University of Cyprus,cy,4444,47
2619,University of Nairobi Digital Repository,institutional,http://erepository.uonbi.ac.ke,University of Nairobi,ke,84733,0
2620,Repositotorio Universidad de Especialidades Turísticas,institutional,http://repositorio.uct.edu.ec/,Universidad de Especialidades Turísticas,ec,581,0
2621,Universitas Ahmad Dahlan Repository,institutional,http://eprints.uad.ac.id/,Universitas Ahmad Dahlan,id,12452,8142
2622,SysSec Project Publications,institutional,http://www.syssec-project.eu/publications/,SysSec Consortium,gr,201,0
2623,Repositório Institucional da Universidade Federal de Lavras,institutional,http://repositorio.ufla.br/,Universidade Federal de Lavras,br,14817,0
2624,Science Arts et Métiers,institutional,https://sam.ensam.eu/,Arts et Metiers Institute of Technology,fr,4902,1700
2625,Julkari,institutional,http://www.julkari.fi/,Terveyden ja hyvinvoinnin laitos (National Institute for Health and Welfare),fi,57350,11634
2626,LingBuzz,disciplinary,http://ling.auf.net/lingbuzz,UiT The Arctic University of Norway,no,4008,0
2627,Ahmadu Bello University Institutional Digital Repository,institutional,http://kubanni.abu.edu.ng/jspui/,Ahmadu Bello University,ng,7970,0
2628,Digital Commons @ DU,institutional,https://digitalcommons.du.edu/,University of Denver,us,38407,0
2629,Repositório Institucional de Produção Científica da ENSP,institutional,http://www.ensp.fiocruz.br/repositorio,Fundação Oswaldo Cruz,br,100,0
2631,Covenant University Electronic Theses and Dissertation Repository,institutional,http://www.covenantuniversity.edu.ng/~/clr_cu/library/readonline/docsExplorer/#,Covenant University,ng,10,0
2633,Digital Library NAES of Ukraine,institutional,https://lib.iitta.gov.ua/,National Academy of Educational Sciences of Ukraine,ua,13768,0
2635,Electronic Archive of the Igor Sikorsky Kyiv Polytechnic Institute,institutional,https://ela.kpi.ua/,"National Technical University of Ukraine: ""Igor Sikorsky Kyiv Polytechnic Institute""",ua,20107,0
2636,Repositorio institucional de salud de Andalucia,governmental,https://repositoriosalud.es,Junta de Andalucía. Consejería de Salud,es,2306,0
2638,Borys Grinchenko Kyiv University Institutional repository,institutional,https://elibrary.kubg.edu.ua/,Borys Grinchenko Kyiv University,ua,16610,0
2639,FWF-E-Book-Library,institutional,https://e-book.fwf.ac.at,Fonds zur Förderung der wissenschaftlichen Forschung (Austrian Science Fund),at,437,0
2640,ENEA-IRIS Open Archive,institutional,https://iris.enea.it,"Italian National Agency for New Technologies, Energy and Sustainable Economic Development",it,8032,0
2641,Vytautas Magnus University Institutional Repository,institutional,https://www.vdu.lt/cris,Vytauto Didžiojo Universitetas,lt,92406,0
2642,Explore Bristol Research,institutional,https://research-information.bristol.ac.uk/,University of Bristol,gb,337470,25808
2643,DIR@IMTECH,institutional,http://crdd.osdd.net/open/,"Council of Scientific and Industrial Research, Institute of Microbial Technology",in,1800,0
2644,Repositorio Institucional Pirhua,institutional,https://pirhua.udep.edu.pe/,Universidad de Piura,pe,2082,0
2646,CIAT Document Repository,institutional,http://ciat-library.ciat.cgiar.org:8080/jspui/community-list,International Center for Tropical Agriculture - CIAT,co,5479,0
2647,Kharkiv National Automobile and Highway University digital repository,institutional,https://dspace.khadi.kharkov.ua/dspace/,Kharkiv National Automobile and Highway University,ua,2015,0
2648,DSpace at M S University,institutional,http://14.139.121.106:8080/jspui/,Maharaja Sayajirao University of Baroda,in,834,0
2650,The Open University of Tanzania Institutional Repository,institutional,http://repository.out.ac.tz,The Open University of Tanzania,tz,2506,1547
2651,OpenSALDRU,institutional,http://opensaldru.uct.ac.za/,Southern Africa Labour and Development Research Unit,za,809,0
2652,Repositório de Administração Pública,governmental,http://repap.ina.pt/,"Instituto Nacional de Administração, I.P.",pt,173,0
2653,Repositorio Institucional Universidad EAFIT,institutional,http://repository.eafit.edu.co/,Universidad EAFIT,co,21673,3723
2654,SZTE  Doktori Értekezések Repozitórium (SZTE Repository of Dissertations),institutional,http://doktori.bibl.u-szeged.hu/,University of Szeged,hu,3014,0
2655,Mary Immaculate Research Repository and Digital Archive,institutional,http://www.dspace.mic.ul.ie/,University of Limerick,ie,1990,331
2656,STÓR,institutional,http://eprints.dkit.ie/,Dundalk Institute of Technology,ie,377,0
2657,ACMAC,institutional,http://preprints.acmac.uoc.gr/,University of Crete,gr,239,0
2658,Open Repository and Bibliography - Luxembourg,institutional,https://orbilu.uni.lu,University of Luxembourg,lu,43203,9012
2659,ZENODO,aggregating,http://zenodo.org/,Organisation Européenne pour la Recherche Nucléaire,ch,1408733,14058
2660,Repositorio Institucional del ITESO,institutional,http://rei.iteso.mx/,Instituto Tecnológico de Estudios Superiores de Occidente,mx,5058,0
2661,IYTE GCRIS Database,institutional,https://gcris.iyte.edu.tr,Izmir Institute of Technology,tr,6665,6
2662,DSpace@Dogus,institutional,http://openaccess.dogus.edu.tr/,Dogus University,tr,2834,0
2664,Archive ouverte de l'Université de la Nouvelle-Calédonie,institutional,http://orioai.univ-nc.nc/,Université de la Nouvelle Calédonie,nc,1720,0
2666,Funes,disciplinary,http://funes.uniandes.edu.co/,Universidad de los Andes,co,8993,0
2668,eCommons@AKU,institutional,http://ecommons.aku.edu/,Aga Khan University,pk,8827,0
2669,"ARIES, Digital Repository",disciplinary,http://210.212.91.105:8080/jspui/,Aryabhatta Research Institute of Observational Sciences,in,807,0
2670,Repositorio Académico UPC,institutional,http://repositorioacademico.upc.edu.pe/,Universidad Peruna de Ciencias Aplicadas,pe,100,32
2672,Türkiye Bilgi ve Belge Yönetimi Bölümleri Lisansüstü Tez Arşivi,disciplinary,http://bbytezarsivi.hacettepe.edu.tr/jspui,Hacettepe University,tr,541,0
2673,Real Academia Nacional de Medicina: Biblioteca Digital,disciplinary,http://bibliotecavirtual.ranm.es/ranm/es/estaticos/contenido.cmd?pagina=estaticos/presentacion,Real Academia Nacional de Medicina,es,1385,20
2674,Digital repository of West Bengal Public Library Network,institutional,http://dspace.wbpublibnet.gov.in:8080/jspui/,West Bengal Public Library Network,in,33905,0
2675,Portal de Libros Electrónicos - Universidad de Chile,institutional,http://libros.uchile.cl/,Universidad de Chile,cl,589,0
2676,ESE - Salento University Publishing,institutional,http://siba-ese.unisalento.it/,Università dedel Salento,it,12189,7873
2677,University of Babylon Repository,institutional,http://repository.uobabylon.edu.iq/,University of Babylon,iq,10,0
2678,dspace@UABT,institutional,http://dspace.univ-tlemcen.dz/,Université Abou Bekr Belkaid Tlemcen,dz,11667,0
2679,e-Scholar@UOIT,institutional,https://ir.library.dc-uoit.ca/,University of Ontario Institute of Technology,ca,1196,0
2681,Repositorio Digital de la Ciencia y Cultura de El Salvador REDICCES,institutional,http://www.redicces.org.sv/,Repositorio Digital de la Ciencia y Cultura de El Salvador REDICCES,sv,2976,0
2682,Repositorio Digital IMARPE,governmental,https://repositorio.imarpe.gob.pe,Instituto del Mar del Perú,pe,1791,0
2683,Tanzania Climate Change Information Repository,disciplinary,https://www.taccire.sua.ac.tz,Sokoine University of Agriculture,tz,506,0
2684,OceanDocs- INSTM - Tunisia,disciplinary,http://www.oceandocs.net/handle/1834/137,International Oceanographic Data and Information Exchange,be,11287,0
2685,AHS Memory Project,institutional,http://memoryproject.emc.hs.admu.edu.ph/,Ateneo de Manila University,ph,768,0
2686,UNIB Scholar Repository,institutional,http://repository.unib.ac.id/,University of Bengkulu,id,21386,4648
2688,EWU Digital Library,institutional,http://gsdl.ewubd.edu/greenstone/cgi-bin/linux/library.cgi,East West University,bd,2269,0
2690,Lake Victoria Basin Commission (LVBC) Repository,governmental,http://195.202.82.11:8080/jspui/handle/123456789/12,Lake Victoria Basin Commission,ke,178,0
2691,HAL Université de Savoie,institutional,http://hal.univ-savoie.fr/,Université de Savoie,fr,40890,3545
2692,Portal de Tesis Electronicas Chilenas,institutional,http://www.tesischilenas.cl/,Universidad de Chile,cl,21438,0
2693,Iowa State University Digital Repository,institutional,https://dr.lib.iastate.edu/home,Iowa State University,us,80614,0
2694,ResearchSPAce: Bath Spa University,institutional,http://researchspace.bathspa.ac.uk/,Bath Spa University,gb,10214,1019
2695,Glasgow School of Art's research repository,institutional,https://radar.gsa.ac.uk/,Glasgow School of Art,gb,5882,1321
2696,ROS Theses Repository,institutional,https://www.ros.hw.ac.uk/,Heriot Watt University,gb,3252,0
2700,UWL Repository,institutional,https://repository.uwl.ac.uk/,University of West London,gb,4711,1883
2701,ChiPrints,institutional,https://eprints.chi.ac.uk/,University of Chichester,gb,3412,812
2702,Elpub digital library,disciplinary,http://elpub.architexturez.net/,Electronic Publishing,se,807,0
2703,Repositorio Institucional UNAD,institutional,http://repository.unad.edu.co/,Universidad Abierta y a Distancia UNAD,co,8058,0
2704,Biblioteca Digital Brasileira  de Teses e Dissertações,aggregating,http://bdtd.ibict.br/,Instituto Brasileiro de Informação em Ciência e Tecnologia,br,267864,0
2705,Bochum Research Bibliography,institutional,https://bibliographie.ub.rub.de/,Ruhr-Universität Bochum,de,295228,266
2706,Electronic Archive of Ukrainian Engineering Pedagogics Academy,institutional,http://repo.uipa.edu.ua/jspui/,Ukrainian Engineering Pedagogics Academy,ua,5239,0
2707,Rare Books and Special Collections Digital Library,disciplinary,http://digitalcollections.aucegypt.edu/,American University in Cairo,eg,95676,0
2708,Adnan Menderes University,institutional,http://adudspace.adu.edu.tr:8080/xmlui/,Adnan Menderes University,tr,3626,1869
2710,Toulouse Capitole Publications,institutional,http://publications.ut-capitole.fr/,Université Toulouse 1 Capitole,fr,24810,0
2711,INTRAC Resources,disciplinary,https://www.intrac.org/resources,International NGO Training and Research Centre,gb,598,0
2712,Database “Lituanistika”,disciplinary,https://lituanistikadb.lt/en,The Research Council of Lithuania,lt,43000,0
2713,Dépôt Institutionnel de l'Université M'Hamed Bougara de Boumerdes,institutional,http://dlibrary.univ-boumerdes.dz:8080/jspui,University of Boumerdès,dz,2762,114
2714,DigitalCommons@RIC,institutional,https://digitalcommons.ric.edu/,Rhode Island College,us,6087,0
2715,Repositorio Institucional del Ministerio de Educación de la Nación,governmental,http://repositorio.educacion.gov.ar/,Ministerio de Educación de la Nación Argentina,ar,18735,0
2716,UMS Institutional Repository,institutional,http://eprints.ums.edu.my/,Universiti Malaysia Sabah,my,19217,0
2717,Institutional Repository UIN Syarif Hidayatullah Jakarta,institutional,http://repository.uinjkt.ac.id/dspace/,"UIN Syarif Hidayatullah Jakarta, State Islamic University, Indonesia",id,36862,0
2718,Producción Académica UCC,institutional,https://pa.bibdigital.uccor.edu.ar/,Universidad Católica de Córdoba,ar,1394,0
2719,Biblioteca Virtual de Aragón,governmental,http://bibliotecavirtual.aragon.es/bva/i18n/estaticos/contenido.cmd?pagina=estaticos/presentacion,Gobierno de Aragón,es,16272,56
2720,University of Idaho Library: Digital Initiatives,institutional,https://www.lib.uidaho.edu/digital/,University of Idaho,us,46188,0
2721,Biblioteca Digital da Produção Intelectual da Universidade de São Paulo (BDPI/USP),institutional,http://producao.usp.br/,Universidade de São Paulo,br,45652,17070
2722,IR@NPL,disciplinary,http://npl.csircentral.net/,CSIR - National Physical Laboratory,in,2425,0
2723,Eastern University Digital Library,institutional,http://gsdl.easternuni.edu.bd/greenstone/cgi-bin/library.cgi,Eastern University,bd,378,348
2724,Daffodil International University Institutional Digital Repository,institutional,http://dspace.daffodilvarsity.edu.bd:8080/,Daffodil International University,bd,1739,0
2725,NIRT Institutional Repository,institutional,http://eprints.nirt.res.in/,National Institute for Tuberculosis Research,in,962,0
2727,IDEP Document Server,disciplinary,https://invenio.unidep.org/invenio,African Institute for Economic Development and Planning,sn,79,0
2728,Espace ÉTS (publications and research contributions),institutional,http://espace2.etsmtl.ca/,École de technologie supérieure,ca,15770,0
2729,FAUBA Digital: Repositorio institucional científico y académico de la Facultad de Agronomía de la UBA,institutional,http://ri.agro.uba.ar/,Facultad de Agronomía Universidad de Buenos Aires,ar,3823,3262
2730,JKUAT Digital Repository,institutional,http://ir.jkuat.ac.ke/,Jomo Kenyatta University of Agriculture and Technology (JKUAT),ke,3627,0
2731,UNC Dataverse,institutional,https://dataverse.unc.edu/,University of North Carolina at Chapel Hill,us,251548,0
2732,Mountain Forum,disciplinary,http://www.mtnforum.org/publications/,Mountain Forum,pe,9422,0
2733,Repositorio Institucional Universidad Pontificia Bolivariana,institutional,http://repository.upb.edu.co/,Universidad Pontificia Bolivariana,co,3639,0
2734,WSB-NLU Institutional Repository,institutional,http://repozytorium.wsb-nlu.edu.pl/,Wyższa Szkoła Biznesu - National-Louis University z siedzibą w Nowym Sączu,pl,1348,398
2735,Red Mexicana de Repositorios Institucionales,aggregating,http://www.remeri.org.mx/,Red Mexicana de Repositorios Institucionales REMERI,mx,530355,21
2736,Riberdis,disciplinary,http://riberdis.cedd.net/,"Centro Español de Documentación sobre Discapacidad (CEDD), dependiente del Real Patronato sobre Discapacidad",es,2140,0
2737,Speech & Language Data Repository (SLDR),disciplinary,http://sldr.org/,Laboratoire Parole et Langage (LPL),fr,268,24
2739,IUT Institutional Repository,institutional,http://103.82.172.44:8080/xmlui/,Islamic University of Technology,bd,101,0
2740,CumInCAD Digital Archive,disciplinary,http://cumincad.architexturez.net/,CUMINCAD,at,11901,0
2741,UNAM Scholary Repository,institutional,http://repository.unam.na/,University of Namibia,na,1610,0
2742,UMBC Digital Collections,institutional,https://contentdm.ad.umbc.edu/,"University of Maryland, Baltimore County (UMBC)",us,46169,1
2743,Fondo Documental Histórico de las Cortes de Aragón,disciplinary,http://www.cortesaragon.es/fondoHistorico/i18n/inicio/inicio.cmd,Cortes de Aragón,es,1555,0
2744,Repositório Institucional da Fundação João Pinheiro,governmental,http://repositorio.fjp.mg.gov.br/home,Fundação João Pinheiro,br,3109,306
2745,National Documentation Centre on Drug Use to HRB National Drugs Library,disciplinary,http://www.drugsandalcohol.ie/,Health Research Board,ie,24593,7703
2746,Biblioteca Virtual de la Provincia de Málaga,disciplinary,http://bibliotecavirtual.malaga.es/es/estaticos/contenido.cmd?pagina=estaticos/presentacion,Diputación de Málaga,es,27268,6007
2747,The Digital repository of Information Science Department,institutional,http://libraries.kau.edu.sa/Pages-المستودع-الرقمي.aspx,King AbdulAziz University,sa,152,0
2748,ARES - ACERVO DE RECURSOS EDUCACIONAIS EM SAÚDE,disciplinary,https://ares.unasus.gov.br/acervo/,Universidade Aberta do SUS - UNA-SUS,br,9643,0
2749,The Gateway to Oklahoma History,disciplinary,https://gateway.okhistory.org/,Oklahoma Historical Society,us,812346,0
2750,LIFE+ MarPro Repository,disciplinary,http://repository.marprolife.org/,LIFE+ MarPRo,pt,176,0
2751,Copenhagen University Research Information System,institutional,http://research.ku.dk/,University of Copenhagen,dk,273474,25089
2752,Repositorio Institucional Digital de la UNJBG,institutional,http://repositorio.unjbg.edu.pe/,Universidad Nacional Jorge Basadre Groghmann,pe,184,0
2753,Repositório Institucional da PUCRS,institutional,https://repositorio.pucrs.br,Pontifícia Universidade Católica do Rio Grande do Sul - PUCRS,br,11338,0
2754,Health Sciences Research Commons,disciplinary,https://hsrc.himmelfarb.gwu.edu/,George Washington University,us,14579,0
2755,HAL-Rennes 1,institutional,https://hal-univ-rennes1.archives-ouvertes.fr/,Université de Rennes 1,fr,97243,13813
2756,Dedan Kimathi University of Technology Digital Repository,institutional,http://repository.dkut.ac.ke:8080/xmlui/?Itemid=250/,Dedan Kimathi University of Technology,ke,537,0
2757,Institutional Repository of Peking University,institutional,http://ir.pku.edu.cn/,Peking University,cn,510704,0
